:ID,:LABEL,namespace:string,bel:string,name:string,involved_other:string
2647,BiologicalProcess,GO,"bp(GO:""non-canonical Wnt signaling pathway"")",non-canonical Wnt signaling pathway,non-canonical Wnt signaling pathway
2648,BiologicalProcess,GO,"bp(GO:""programmed cell death"")",programmed cell death,programmed cell death
2649,BiologicalProcess,GO,"bp(GO:""pyroptosis"")",pyroptosis,pyroptosis
2650,BiologicalProcess,MESH,"bp(MESH:""Endoplasmic Reticulum Stress"")",Endoplasmic Reticulum Stress,Endoplasmic Reticulum Stress
2651,BiologicalProcess,GO,"bp(GO:""ATF6-mediated unfolded protein response"")",ATF6-mediated unfolded protein response,ATF6-mediated unfolded protein response
2652,BiologicalProcess,GO,"bp(GO:""synaptic transmission, GABAergic"")","synaptic transmission, GABAergic","synaptic transmission, GABAergic"
2653,BiologicalProcess,GO,"bp(GO:""striatal medium spiny neuron differentiation"")",striatal medium spiny neuron differentiation,striatal medium spiny neuron differentiation
2654,BiologicalProcess,GO,"bp(GO:""embryo development"")",embryo development,embryo development
2655,BiologicalProcess,MESH,"bp(MESH:""Immunologic Surveillance"")",Immunologic Surveillance,Immunologic Surveillance
2656,BiologicalProcess,GO,"bp(GO:""macrophage migration"")",macrophage migration,macrophage migration
2657,BiologicalProcess,GO,"bp(GO:""glomerular filtration"")",glomerular filtration,glomerular filtration
2658,BiologicalProcess,GO,"bp(GO:""apoptotic cell clearance"")",apoptotic cell clearance,apoptotic cell clearance
2659,BiologicalProcess,CONSO,"bp(CONSO:""misfolding"")",misfolding,misfolding
2660,BiologicalProcess,GO,"bp(GO:""nerve growth factor signaling pathway"")",nerve growth factor signaling pathway,nerve growth factor signaling pathway
2661,BiologicalProcess,GO,"bp(GO:""protein oxidation"")",protein oxidation,protein oxidation
2662,BiologicalProcess,GO,"bp(GO:""prepulse inhibition"")",prepulse inhibition,prepulse inhibition
2663,BiologicalProcess,GO,"bp(GO:""RNA splicing"")",RNA splicing,RNA splicing
2664,BiologicalProcess,MESH,"bp(MESH:""Autophagy"")",Autophagy,Autophagy
2665,BiologicalProcess,GO,"bp(GO:""cell death in response to oxidative stress"")",cell death in response to oxidative stress,cell death in response to oxidative stress
2666,BiologicalProcess,MESHPP,"bp(MESHPP:""Cell Survival"")",Cell Survival,Cell Survival
2667,BiologicalProcess,MESHPP,"bp(MESHPP:""Immunoreceptor Tyrosine-Based Inhibition Motif"")",Immunoreceptor Tyrosine-Based Inhibition Motif,Immunoreceptor Tyrosine-Based Inhibition Motif
2668,BiologicalProcess,GOBP,"bp(GOBP:""pattern recognition receptor signaling pathway"")",pattern recognition receptor signaling pathway,pattern recognition receptor signaling pathway
2669,BiologicalProcess,GOBP,"bp(GOBP:""signaling"")",signaling,signaling
2670,BiologicalProcess,GOBP,"bp(GOBP:""T-helper 1 cell cytokine production"")",T-helper 1 cell cytokine production,T-helper 1 cell cytokine production
2671,BiologicalProcess,GOBP,"bp(GOBP:""regulation of ryanodine-sensitive calcium-release channel activity"")",regulation of ryanodine-sensitive calcium-release channel activity,regulation of ryanodine-sensitive calcium-release channel activity
2672,BiologicalProcess,GOBP,"bp(GOBP:""immune response to tumor cell"")",immune response to tumor cell,immune response to tumor cell
2673,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of cellular response to oxidative stress"")",positive regulation of cellular response to oxidative stress,positive regulation of cellular response to oxidative stress
2674,BiologicalProcess,GOBP,"bp(GOBP:""insulin secretion involved in cellular response to glucose stimulus"")",insulin secretion involved in cellular response to glucose stimulus,insulin secretion involved in cellular response to glucose stimulus
2675,BiologicalProcess,GOBP,"bp(GOBP:""activation of adenylate cyclase activity"")",activation of adenylate cyclase activity,activation of adenylate cyclase activity
2676,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of calcium-mediated signaling"")",positive regulation of calcium-mediated signaling,positive regulation of calcium-mediated signaling
2677,BiologicalProcess,GOBP,"bp(GOBP:""synapse loss"")",synapse loss,synapse loss
2678,BiologicalProcess,GO,"bp(GO:""translation"")",translation,translation
2679,BiologicalProcess,GO,"bp(GO:""neuron projection development"")",neuron projection development,neuron projection development
2680,BiologicalProcess,GO,"bp(GO:""clathrin-dependent endocytosis"")",clathrin-dependent endocytosis,clathrin-dependent endocytosis
2681,BiologicalProcess,GO,"bp(GO:""regulation of oxidative stress-induced cell death"")",regulation of oxidative stress-induced cell death,regulation of oxidative stress-induced cell death
2682,BiologicalProcess,GO,"bp(GO:""mitochondrial outer membrane permeabilization"")",mitochondrial outer membrane permeabilization,mitochondrial outer membrane permeabilization
2683,BiologicalProcess,GO,"bp(GO:""positive regulation of protein folding"")",positive regulation of protein folding,positive regulation of protein folding
2684,BiologicalProcess,GO,"bp(GO:""microtubule severing"")",microtubule severing,microtubule severing
2685,BiologicalProcess,GO,"bp(GO:""detoxification"")",detoxification,detoxification
2686,BiologicalProcess,GO,"bp(GO:""neuron death in response to oxidative stress"")",neuron death in response to oxidative stress,neuron death in response to oxidative stress
2687,BiologicalProcess,MESH,"bp(MESH:""Sleep"")",Sleep,Sleep
2688,BiologicalProcess,GO,"bp(GO:""DNA hypomethylation"")",DNA hypomethylation,DNA hypomethylation
2689,BiologicalProcess,GO,"bp(GO:""oligodendrocyte development"")",oligodendrocyte development,oligodendrocyte development
2690,BiologicalProcess,GO,"bp(GO:""protein catabolic process in the vacuole"")",protein catabolic process in the vacuole,protein catabolic process in the vacuole
2691,BiologicalProcess,MESH,"bp(MESH:""Proteolysis"")",Proteolysis,Proteolysis
2692,BiologicalProcess,MESH,"bp(MESH:""Serum Response Element"")",Serum Response Element,Serum Response Element
2693,BiologicalProcess,GO,"bp(GO:""protein deubiquitination"")",protein deubiquitination,protein deubiquitination
2694,BiologicalProcess,CONSO,"bp(CONSO:""mitochondrial dysfunction"")",mitochondrial dysfunction,mitochondrial dysfunction
2695,BiologicalProcess,MESHPP,"bp(MESHPP:""Oxidative stress"")",Oxidative stress,Oxidative stress
2696,BiologicalProcess,CONSO,"bp(CONSO:""cystein-dependent auto-acetylation"")",cystein-dependent auto-acetylation,cystein-dependent auto-acetylation
2697,BiologicalProcess,GOBP,"bp(GOBP:""apoptotic cell clearance"")",apoptotic cell clearance,apoptotic cell clearance
2698,BiologicalProcess,GOBP,"bp(GOBP:""actin cytoskeleton reorganization"")",actin cytoskeleton reorganization,actin cytoskeleton reorganization
2699,BiologicalProcess,MESHPP,"bp(MESHPP:""Mitochondrial Degradation"")",Mitochondrial Degradation,Mitochondrial Degradation
2700,BiologicalProcess,GOBP,"bp(GOBP:""MAPK cascade"")",MAPK cascade,MAPK cascade
2701,BiologicalProcess,GOBP,"bp(GOBP:""cell proliferation"")",cell proliferation,cell proliferation
2702,BiologicalProcess,GOBP,"bp(GOBP:""cytokine production"")",cytokine production,cytokine production
2703,BiologicalProcess,HP,"bp(HP:""regulation of NMDA receptor activity"")",regulation of NMDA receptor activity,regulation of NMDA receptor activity
2704,BiologicalProcess,GOBP,"bp(GOBP:""response to stress"")",response to stress,response to stress
2705,BiologicalProcess,GOBP,"bp(GOBP:""reelin-mediated signaling pathway"")",reelin-mediated signaling pathway,reelin-mediated signaling pathway
2706,BiologicalProcess,GOBP,"bp(GOBP:""response to dexamethasone"")",response to dexamethasone,response to dexamethasone
2707,BiologicalProcess,GOBP,"bp(GOBP:""regulation of insulin-like growth factor receptor signaling pathway"")",regulation of insulin-like growth factor receptor signaling pathway,regulation of insulin-like growth factor receptor signaling pathway
2708,BiologicalProcess,GOBP,"bp(GOBP:""glucose-6-phosphatase activity"")",glucose-6-phosphatase activity,glucose-6-phosphatase activity
2709,BiologicalProcess,GOBP,"bp(GOBP:""norepinephrine uptake"")",norepinephrine uptake,norepinephrine uptake
2710,BiologicalProcess,GOBP,"bp(GOBP:""natural killer cell activation"")",natural killer cell activation,natural killer cell activation
2711,BiologicalProcess,GOBP,"bp(GOBP:""regulation of viral process"")",regulation of viral process,regulation of viral process
2712,BiologicalProcess,GOBP,"bp(GOBP:""cell-cell adhesion involved in synapse maturation"")",cell-cell adhesion involved in synapse maturation,cell-cell adhesion involved in synapse maturation
2713,BiologicalProcess,GOBP,"bp(GOBP:""T cell tolerance induction"")",T cell tolerance induction,T cell tolerance induction
2714,BiologicalProcess,GOBP,"bp(GOBP:""regulation of sphingomyelin catabolic process"")",regulation of sphingomyelin catabolic process,regulation of sphingomyelin catabolic process
2715,BiologicalProcess,GOBP,"bp(GOBP:""amyloidogenesis"")",amyloidogenesis,amyloidogenesis
2716,BiologicalProcess,GO,"bp(GO:""sleep"")",sleep,sleep
2717,BiologicalProcess,GO,"bp(GO:""regulation of cell growth"")",regulation of cell growth,regulation of cell growth
2718,BiologicalProcess,GO,"bp(GO:""long-term synaptic depression"")",long-term synaptic depression,long-term synaptic depression
2719,BiologicalProcess,GO,"bp(GO:""regulation of mitochondrial membrane permeability"")",regulation of mitochondrial membrane permeability,regulation of mitochondrial membrane permeability
2720,BiologicalProcess,GO,"bp(GO:""regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity"")","regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity","regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity"
2721,BiologicalProcess,GO,"bp(GO:""chaperone-mediated autophagy"")",chaperone-mediated autophagy,chaperone-mediated autophagy
2722,BiologicalProcess,GO,"bp(GO:""anterograde axonal transport"")",anterograde axonal transport,anterograde axonal transport
2723,BiologicalProcess,GO,"bp(GO:""proteolysis"")",proteolysis,proteolysis
2724,BiologicalProcess,GO,"bp(GO:""cell growth"")",cell growth,cell growth
2725,BiologicalProcess,GO,"bp(GO:""cell activation"")",cell activation,cell activation
2726,BiologicalProcess,MESH,"bp(MESH:""Antibody Formation"")",Antibody Formation,Antibody Formation
2727,BiologicalProcess,GO,"bp(GO:""necroptotic process"")",necroptotic process,necroptotic process
2728,BiologicalProcess,GO,"bp(GO:""T cell activation"")",T cell activation,T cell activation
2729,BiologicalProcess,GO,"bp(GO:""regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"")",regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II
4914,BiologicalProcess,GO,"bp(GO:""retrograde axonal transport of mitochondrion"")",retrograde axonal transport of mitochondrion,retrograde axonal transport of mitochondrion
4915,BiologicalProcess,GO,"bp(GO:""response to unfolded protein"")",response to unfolded protein,response to unfolded protein
4916,BiologicalProcess,GO,"bp(GO:""synaptic transmission, glycinergic"")","synaptic transmission, glycinergic","synaptic transmission, glycinergic"
4917,BiologicalProcess,GO,"bp(GO:""GO:0015871"")",GO:0015871,GO:0015871
4918,BiologicalProcess,GO,"bp(GO:""response to nerve growth factor"")",response to nerve growth factor,response to nerve growth factor
4919,BiologicalProcess,GO,"bp(GO:""anterograde axonal transport of mitochondrion"")",anterograde axonal transport of mitochondrion,anterograde axonal transport of mitochondrion
4920,BiologicalProcess,GO,"bp(GO:""response to nutrient levels"")",response to nutrient levels,response to nutrient levels
4921,BiologicalProcess,GO,"bp(GO:""cellular response to nutrient"")",cellular response to nutrient,cellular response to nutrient
4922,BiologicalProcess,MESH,"bp(MESH:""Mitosis"")",Mitosis,Mitosis
4923,BiologicalProcess,GOBP,"bp(GOBP:""cell motility"")",cell motility,cell motility
4924,BiologicalProcess,GOBP,"bp(GOBP:""p38MAPK cascade"")",p38MAPK cascade,p38MAPK cascade
4925,BiologicalProcess,GOBP,"bp(GOBP:""neuron projection development"")",neuron projection development,neuron projection development
4926,BiologicalProcess,GOBP,"bp(GOBP:""protein import into mitochondrial matrix"")",protein import into mitochondrial matrix,protein import into mitochondrial matrix
4927,BiologicalProcess,GOBP,"bp(GOBP:""axon transport of mitochondrion"")",axon transport of mitochondrion,axon transport of mitochondrion
4928,BiologicalProcess,GOBP,"bp(GOBP:""Wnt-activated receptor activity"")",Wnt-activated receptor activity,Wnt-activated receptor activity
4929,BiologicalProcess,CBP,"bp(CBP:""mitochondrial dysfunction"")",mitochondrial dysfunction,mitochondrial dysfunction
4930,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of apoptotic process"")",positive regulation of apoptotic process,positive regulation of apoptotic process
4931,BiologicalProcess,GOBP,"bp(GOBP:""peroxidase reaction"")",peroxidase reaction,peroxidase reaction
4932,BiologicalProcess,GOBP,"bp(GOBP:""nerve growth factor production"")",nerve growth factor production,nerve growth factor production
4933,BiologicalProcess,GOBP,"bp(GOBP:""growth"")",growth,growth
4934,BiologicalProcess,GOBP,"bp(GOBP:""response to heat"")",response to heat,response to heat
4935,BiologicalProcess,GOBP,"bp(GOBP:""tricarboxylic acid cycle"")",tricarboxylic acid cycle,tricarboxylic acid cycle
4936,BiologicalProcess,GOBP,"bp(GOBP:""regulation of cellular response to oxidative stress"")",regulation of cellular response to oxidative stress,regulation of cellular response to oxidative stress
4937,BiologicalProcess,PMIBP,"bp(PMIBP:""beta amyloid induced neuron death"")",beta amyloid induced neuron death,beta amyloid induced neuron death
4938,BiologicalProcess,MESHPP,"bp(MESHPP:""Virus Internalization"")",Virus Internalization,Virus Internalization
4939,BiologicalProcess,GO,"bp(GO:""synapse organization"")",synapse organization,synapse organization
4940,BiologicalProcess,MESH,"bp(MESH:""Heart Rate"")",Heart Rate,Heart Rate
4941,BiologicalProcess,GO,"bp(GO:""cell death"")",cell death,cell death
4942,BiologicalProcess,GO,"bp(GO:""Ras protein signal transduction"")",Ras protein signal transduction,Ras protein signal transduction
4943,BiologicalProcess,GO,"bp(GO:""transcription, DNA-templated"")","transcription, DNA-templated","transcription, DNA-templated"
4944,BiologicalProcess,GO,"bp(GO:""sphingolipid metabolic process"")",sphingolipid metabolic process,sphingolipid metabolic process
4945,BiologicalProcess,GO,"bp(GO:""motor neuron apoptotic process"")",motor neuron apoptotic process,motor neuron apoptotic process
4946,BiologicalProcess,GO,"bp(GO:""proteasome-mediated ubiquitin-dependent protein catabolic process"")",proteasome-mediated ubiquitin-dependent protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process
4947,BiologicalProcess,MESH,"bp(MESH:""Energy Metabolism"")",Energy Metabolism,Energy Metabolism
4948,BiologicalProcess,GO,"bp(GO:""regulation of cell cycle"")",regulation of cell cycle,regulation of cell cycle
4949,BiologicalProcess,GO,"bp(GO:""apoptosome assembly"")",apoptosome assembly,apoptosome assembly
4950,BiologicalProcess,MESH,"bp(MESH:""Cerebrovascular Circulation"")",Cerebrovascular Circulation,Cerebrovascular Circulation
4951,BiologicalProcess,GO,"bp(GO:""mRNA polyadenylation"")",mRNA polyadenylation,mRNA polyadenylation
4952,BiologicalProcess,GO,"bp(GO:""spindle disassembly"")",spindle disassembly,spindle disassembly
4953,BiologicalProcess,GO,"bp(GO:""plasma membrane invagination"")",plasma membrane invagination,plasma membrane invagination
4954,BiologicalProcess,GO,"bp(GO:""sarcoplasmic reticulum calcium ion transport"")",sarcoplasmic reticulum calcium ion transport,sarcoplasmic reticulum calcium ion transport
4955,BiologicalProcess,GO,"bp(GO:""multicellular organism growth"")",multicellular organism growth,multicellular organism growth
4956,BiologicalProcess,GO,"bp(GO:""lymphocyte proliferation"")",lymphocyte proliferation,lymphocyte proliferation
4957,BiologicalProcess,GO,"bp(GO:""proteasome assembly"")",proteasome assembly,proteasome assembly
4958,BiologicalProcess,GO,"bp(GO:""ATP synthesis coupled proton transport"")",ATP synthesis coupled proton transport,ATP synthesis coupled proton transport
4959,BiologicalProcess,MESHPP,"bp(MESHPP:""oxidative stress"")",oxidative stress,oxidative stress
4960,BiologicalProcess,GOBP,"bp(GOBP:""respiratory burst"")",respiratory burst,respiratory burst
4961,BiologicalProcess,GOBP,"bp(GOBP:""signal transduction by p53 class mediator"")",signal transduction by p53 class mediator,signal transduction by p53 class mediator
4962,BiologicalProcess,GOBP,"bp(GOBP:""B cell differentiation"")",B cell differentiation,B cell differentiation
4963,BiologicalProcess,FIXME,"bp(FIXME:""nicotine discriminative stimulus"")",nicotine discriminative stimulus,nicotine discriminative stimulus
4964,BiologicalProcess,GOBP,"bp(GOBP:""regulation of actin filament binding"")",regulation of actin filament binding,regulation of actin filament binding
4965,BiologicalProcess,GOBP,"bp(GOBP:""tissue regeneration"")",tissue regeneration,tissue regeneration
4966,BiologicalProcess,GOBP,"bp(GOBP:""peptidyl-tyrosine phosphorylation"")",peptidyl-tyrosine phosphorylation,peptidyl-tyrosine phosphorylation
4967,BiologicalProcess,GOBP,"bp(GOBP:""T-helper 17 cell differentiation"")",T-helper 17 cell differentiation,T-helper 17 cell differentiation
4968,BiologicalProcess,GOBP,"bp(GOBP:""cell death"")",cell death,cell death
4969,BiologicalProcess,GOBP,"bp(GOBP:""astrocyte activation"")",astrocyte activation,astrocyte activation
4970,BiologicalProcess,GOBP,"bp(GOBP:""regulation of dendritic cell dendrite assembly"")",regulation of dendritic cell dendrite assembly,regulation of dendritic cell dendrite assembly
4971,BiologicalProcess,GOBP,"bp(GOBP:""tau-protein kinase activity"")",tau-protein kinase activity,tau-protein kinase activity
4972,BiologicalProcess,GOBP,"bp(GOBP:""nitric oxide-cGMP-mediated signaling pathway"")",nitric oxide-cGMP-mediated signaling pathway,nitric oxide-cGMP-mediated signaling pathway
4973,BiologicalProcess,GOBP,"bp(GOBP:""cell cycle arrest"")",cell cycle arrest,cell cycle arrest
4974,BiologicalProcess,GOBP,"bp(GOBP:""protein kinase C activity"")",protein kinase C activity,protein kinase C activity
4975,BiologicalProcess,PTS,"bp(PTS:""amyloid pathway"")",amyloid pathway,amyloid pathway
4976,BiologicalProcess,GOBP,"bp(GOBP:""hormone binding"")",hormone binding,hormone binding
4977,BiologicalProcess,GOBP,"bp(GOBP:""methylglyoxal catabolic process to D-lactate"")",methylglyoxal catabolic process to D-lactate,methylglyoxal catabolic process to D-lactate
4978,BiologicalProcess,GOBP,"bp(GOBP:""regulation of dendritic cell antigen processing and presentation"")",regulation of dendritic cell antigen processing and presentation,regulation of dendritic cell antigen processing and presentation
4979,BiologicalProcess,PTS,"bp(PTS:""Regulation of Wnt signaling pathway"")",Regulation of Wnt signaling pathway,Regulation of Wnt signaling pathway
4980,BiologicalProcess,GO,"bp(GO:""calcium-mediated signaling"")",calcium-mediated signaling,calcium-mediated signaling
4981,BiologicalProcess,GO,"bp(GO:""response to oxidative stress"")",response to oxidative stress,response to oxidative stress
4982,BiologicalProcess,GO,"bp(GO:""synaptic transmission, cholinergic"")","synaptic transmission, cholinergic","synaptic transmission, cholinergic"
4983,BiologicalProcess,GO,"bp(GO:""glutamate secretion"")",glutamate secretion,glutamate secretion
4984,BiologicalProcess,GO,"bp(GO:""actin polymerization or depolymerization"")",actin polymerization or depolymerization,actin polymerization or depolymerization
4985,BiologicalProcess,GO,"bp(GO:""protein folding"")",protein folding,protein folding
4986,BiologicalProcess,GO,"bp(GO:""protein stabilization"")",protein stabilization,protein stabilization
4987,BiologicalProcess,GO,"bp(GO:""dendrite development"")",dendrite development,dendrite development
4988,BiologicalProcess,GO,"bp(GO:""complement-mediated synapse pruning"")",complement-mediated synapse pruning,complement-mediated synapse pruning
4989,BiologicalProcess,MESH,"bp(MESH:""Facilitated Diffusion"")",Facilitated Diffusion,Facilitated Diffusion
4990,BiologicalProcess,GO,"bp(GO:""establishment of blood-brain barrier"")",establishment of blood-brain barrier,establishment of blood-brain barrier
4991,BiologicalProcess,GO,"bp(GO:""protein kinase B signaling"")",protein kinase B signaling,protein kinase B signaling
4992,BiologicalProcess,GO,"bp(GO:""protein refolding"")",protein refolding,protein refolding
4993,BiologicalProcess,MESH,"bp(MESH:""Lipid Peroxidation"")",Lipid Peroxidation,Lipid Peroxidation
4994,BiologicalProcess,GO,"bp(GO:""associative learning"")",associative learning,associative learning
4995,BiologicalProcess,MESH,"bp(MESH:""Exercise"")",Exercise,Exercise
4996,BiologicalProcess,GOBP,"bp(GOBP:""brain development"")",brain development,brain development
4997,BiologicalProcess,GOBP,"bp(GOBP:""pyroptosis"")",pyroptosis,pyroptosis
4998,BiologicalProcess,GOBP,"bp(GOBP:""T-helper 17 type immune response"")",T-helper 17 type immune response,T-helper 17 type immune response
4999,BiologicalProcess,GOBP,"bp(GOBP:""regulation of cell cycle"")",regulation of cell cycle,regulation of cell cycle
5000,BiologicalProcess,GOBP,"bp(GOBP:""protein transport"")",protein transport,protein transport
5001,BiologicalProcess,HP,"bp(HP:""acetyltransferase activity"")",acetyltransferase activity,acetyltransferase activity
5002,BiologicalProcess,PMIBP,"bp(PMIBP:""PI3K-Akt signaling pathway"")",PI3K-Akt signaling pathway,PI3K-Akt signaling pathway
5003,BiologicalProcess,GOBP,"bp(GOBP:""regulation of endoplasmic reticulum calcium ion concentration"")",regulation of endoplasmic reticulum calcium ion concentration,regulation of endoplasmic reticulum calcium ion concentration
5004,BiologicalProcess,PMIBP,"bp(PMIBP:""growth cone collapse response"")",growth cone collapse response,growth cone collapse response
5005,BiologicalProcess,GOBP,"bp(GOBP:""cholesterol transport"")",cholesterol transport,cholesterol transport
5006,BiologicalProcess,PMIBP,"bp(PMIBP:""Neurotoxicity"")",Neurotoxicity,Neurotoxicity
5007,BiologicalProcess,GOBP,"bp(GOBP:""reactive oxygen species biosynthetic process"")",reactive oxygen species biosynthetic process,reactive oxygen species biosynthetic process
5008,BiologicalProcess,MESH,"bp(MESH:""Hand Strength"")",Hand Strength,Hand Strength
5009,BiologicalProcess,GO,"bp(GO:""aging"")",aging,aging
5010,BiologicalProcess,GO,"bp(GO:""protein neddylation"")",protein neddylation,protein neddylation
5011,BiologicalProcess,GO,"bp(GO:""membrane lipid catabolic process"")",membrane lipid catabolic process,membrane lipid catabolic process
5012,BiologicalProcess,GO,"bp(GO:""amyloid precursor protein metabolic process"")",amyloid precursor protein metabolic process,amyloid precursor protein metabolic process
5013,BiologicalProcess,MESH,"bp(MESH:""Cell Death"")",Cell Death,Cell Death
5014,BiologicalProcess,GO,"bp(GO:""histone H4 acetylation"")",histone H4 acetylation,histone H4 acetylation
5015,BiologicalProcess,GO,"bp(GO:""cellular response to oxygen-glucose deprivation"")",cellular response to oxygen-glucose deprivation,cellular response to oxygen-glucose deprivation
5016,BiologicalProcess,MESH,"bp(MESH:""Survival"")",Survival,Survival
5017,BiologicalProcess,MESH,"bp(MESH:""Cell Proliferation"")",Cell Proliferation,Cell Proliferation
5018,BiologicalProcess,GO,"bp(GO:""calmodulin dependent kinase signaling pathway"")",calmodulin dependent kinase signaling pathway,calmodulin dependent kinase signaling pathway
5019,BiologicalProcess,GO,"bp(GO:""protein unfolding"")",protein unfolding,protein unfolding
5020,BiologicalProcess,GO,"bp(GO:""response to misfolded protein"")",response to misfolded protein,response to misfolded protein
5021,BiologicalProcess,GO,"bp(GO:""calcium ion transport into cytosol"")",calcium ion transport into cytosol,calcium ion transport into cytosol
5022,BiologicalProcess,GO,"bp(GO:""pre-miRNA processing"")",pre-miRNA processing,pre-miRNA processing
5023,BiologicalProcess,GO,"bp(GO:""cellular senescence"")",cellular senescence,cellular senescence
5024,BiologicalProcess,MESHPP,"bp(MESHPP:""neuronal plasticity"")",neuronal plasticity,neuronal plasticity
5025,BiologicalProcess,GOBP,"bp(GOBP:""hibernator"")",hibernator,hibernator
5026,BiologicalProcess,NCIT,"bp(NCIT:""PI3K/AKT1 Signaling Pathway"")",PI3K/AKT1 Signaling Pathway,PI3K/AKT1 Signaling Pathway
5027,BiologicalProcess,GOBP,"bp(GOBP:""TOR signaling"")",TOR signaling,TOR signaling
5028,BiologicalProcess,GOBP,"bp(GOBP:""copper ion export"")",copper ion export,copper ion export
5029,BiologicalProcess,GOBP,"bp(GOBP:""regulation of choline O-acetyltransferase activity"")",regulation of choline O-acetyltransferase activity,regulation of choline O-acetyltransferase activity
5030,BiologicalProcess,GOBP,"bp(GOBP:""adenosine metabolic process"")",adenosine metabolic process,adenosine metabolic process
5031,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of androgen receptor activity"")",positive regulation of androgen receptor activity,positive regulation of androgen receptor activity
5032,BiologicalProcess,GOBP,"bp(GOBP:""ubiquitin protein ligase activity"")",ubiquitin protein ligase activity,ubiquitin protein ligase activity
5033,BiologicalProcess,GOBP,"bp(GOBP:""negative regulation of calcium-mediated signaling"")",negative regulation of calcium-mediated signaling,negative regulation of calcium-mediated signaling
5034,BiologicalProcess,GOBP,"bp(GOBP:""chronic inflammatory response"")",chronic inflammatory response,chronic inflammatory response
5035,BiologicalProcess,GOBP,"bp(GOBP:""learning or memory"")",learning or memory,learning or memory
5036,BiologicalProcess,GOBP,"bp(GOBP:""serotonin secretion, neurotransmission"")","serotonin secretion, neurotransmission","serotonin secretion, neurotransmission"
5037,BiologicalProcess,GOBP,"bp(GOBP:""leukocyte mediated immunity"")",leukocyte mediated immunity,leukocyte mediated immunity
5038,BiologicalProcess,GOBP,"bp(GOBP:""immune system process"")",immune system process,immune system process
5039,BiologicalProcess,MESHPP,"bp(MESHPP:""Neurogenesis"")",Neurogenesis,Neurogenesis
5040,BiologicalProcess,GOBP,"bp(GOBP:""CD8-positive, alpha-beta T cell activation"")","CD8-positive, alpha-beta T cell activation","CD8-positive, alpha-beta T cell activation"
5041,BiologicalProcess,GOBP,"bp(GOBP:""regulation of oxidative phosphorylation"")",regulation of oxidative phosphorylation,regulation of oxidative phosphorylation
5042,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of protein serine/threonine kinase activity"")",positive regulation of protein serine/threonine kinase activity,positive regulation of protein serine/threonine kinase activity
5043,BiologicalProcess,GO,"bp(GO:""macrophage activation"")",macrophage activation,macrophage activation
5044,BiologicalProcess,GO,"bp(GO:""cholesterol biosynthetic process"")",cholesterol biosynthetic process,cholesterol biosynthetic process
5045,BiologicalProcess,CONSO,"bp(CONSO:""Glutamate excitotoxicity"")",Glutamate excitotoxicity,Glutamate excitotoxicity
5046,BiologicalProcess,GO,"bp(GO:""negative regulation of ubiquitin protein ligase activity"")",negative regulation of ubiquitin protein ligase activity,negative regulation of ubiquitin protein ligase activity
5047,BiologicalProcess,GO,"bp(GO:""ATP biosynthetic process"")",ATP biosynthetic process,ATP biosynthetic process
5048,BiologicalProcess,GO,"bp(GO:""nuclear pore complex assembly"")",nuclear pore complex assembly,nuclear pore complex assembly
5049,BiologicalProcess,GO,"bp(GO:""dendritic cell migration"")",dendritic cell migration,dendritic cell migration
5050,BiologicalProcess,MESH,"bp(MESH:""Antigen Presentation"")",Antigen Presentation,Antigen Presentation
5051,BiologicalProcess,GO,"bp(GO:""dendritic cell dendrite assembly"")",dendritic cell dendrite assembly,dendritic cell dendrite assembly
5052,BiologicalProcess,GO,"bp(GO:""monocyte migration into blood stream"")",monocyte migration into blood stream,monocyte migration into blood stream
5053,BiologicalProcess,GO,"bp(GO:""neuronal action potential"")",neuronal action potential,neuronal action potential
5054,BiologicalProcess,GO,"bp(GO:""GO:0014047"")",GO:0014047,GO:0014047
5055,BiologicalProcess,GO,"bp(GO:""nerve growth factor processing"")",nerve growth factor processing,nerve growth factor processing
5056,BiologicalProcess,GO,"bp(GO:""activation of phospholipase C activity"")",activation of phospholipase C activity,activation of phospholipase C activity
5057,BiologicalProcess,GO,"bp(GO:""positive regulation of mitochondrial calcium ion concentration"")",positive regulation of mitochondrial calcium ion concentration,positive regulation of mitochondrial calcium ion concentration
5058,BiologicalProcess,GO,"bp(GO:""response to starvation"")",response to starvation,response to starvation
5059,BiologicalProcess,GOBP,"bp(GOBP:""osteoclast development"")",osteoclast development,osteoclast development
5060,BiologicalProcess,GOBP,"bp(GOBP:""sphingolipid metabolic process"")",sphingolipid metabolic process,sphingolipid metabolic process
