:ID,:LABEL,table_link:string,label:string,db_id:string,indication:string,cas_number:string
22690,Drug,2256X1628,Tamsulosin,DB00706,"Used in the treatment of signs and symptoms of benign prostatic hyperplasia (reduction in urinary obstruction and relief of associated manifestations such as hesitancy, terminal dribbling of urine, interrupted or weak stream...etc.)",106133-20-4
22691,Drug,2256X1741,Fleroxacin,,Fleroxacin is a broad-spectrum antimicrobial fluoroquinolone.,79660-72-3
22692,Drug,2256X1865,Tegafur-uracil,,Tegafur-uracil is indicated for the first line treatment of metastatic colorectal cancer with concomitant administration of calcium folinate.[L934] Colorectal cancer is the third most diagnosed cancer and 30% of the cases can present the metastatic state.[A32077],74578-38-4
22693,Drug,2257X1620,Lansoprazole,DB00448,"For the treatment of acid-reflux disorders (GERD), peptic ulcer disease, H. pylori eradication, and prevention of gastroinetestinal bleeds with NSAID use.",103577-45-3
22694,Drug,2257X1698,scyllo-inositol,DB03106,,488-59-5
22695,Drug,2257X1778,Eltrombopag,,"Thrombopoietin receptor agonists are pharmaceutical agents that stimulate platelet production in the bone marrow. In this, they differ from the previously discussed agents that act by attempting to curtail platelet destruction.",496775-61-2
22696,Drug,2258X1618,Triamterene,DB00384,"For the treatment of edema associated with congestive heart failure, cirrhosis of the liver, and the nephrotic syndrome; also in steroid-induced edema, idiopathic edema, and edema due to secondary hyperaldosteronism.",396-01-0
22697,Drug,2259X1611,Icosapent,DB00159,"EPA can be used for lowering elevated triglycerides in those who are hyperglyceridemic. In addition, EPA may play a therapeutic role in patients with cystic fibrosis by reducing disease severity and may play a similar role in type 2 diabetics in slowing the progression of diabetic nephropathy.",10417-94-4
22698,Drug,2259X1645,Lisdexamfetamine,,For the treatment of Attention Deficit/Hyperactivity Disorder (ADHD) in pediatric populations aged 6 to 12 years.,608137-32-2
22699,Drug,2260X1952,Ferric cation,,"For the control of serum phosphorus levels in patients with chronic kidney disease on dialysis, as ferric citrate.",20074-52-6
22700,Drug,2261X1641,Rabeprazole,DB01129,"For the treatment of acid-reflux disorders (GERD), peptic ulcer disease, H. pylori eradication, and prevention of gastroinetestinal bleeds with NSAID use.",117976-89-3
22701,Drug,2261X1750,Voglibose,,For the treatment of diabetes. It is specifically used for lowering post-prandial blood glucose levels thereby reducing the risk of macrovascular complications.,83480-29-9
22702,Drug,2261X1924,Ketanserin,,,74050-98-9
22703,Drug,2262X1632,Ondansetron,DB00904,"For the prevention of nausea and vomiting associated with emetogenic cancer chemotherapy, postoperation, and radiation. Also used for the treatment of postoperative nausea and vomiting.",99614-02-5
22704,Drug,2263X1624,Mitotane,DB00648,For treatment of inoperable adrenocortical tumours; Cushing's syndrome,53-19-0
22705,Drug,2263X1788,Tinzaparin,,Tinzaparin is used for the prevention of postoperative venous thromboembolism in patients undergoing orthopedic surgery and in patients undergoing general surgery who are at high risk of developing postoperative venous thromboembolism. It is also used for the treatment of deep vein thrombosis and/or pulmonary embolism. It is indicated for use in preventing clot formation in indwelling intravenous lines for hemodialysis.,9041-08-1
22706,Drug,2263X1854,Empagliflozin,,Empagliflozin is indicated as an adjunct to diet and exercise to improve glycemic control in adult patients with type 2 diabetes.,864070-44-0
22707,Drug,2264X1625,Warfarin,DB00682,"For the treatment of retinal vascular occlusion, pulmonary embolism, cardiomyopathy, atrial fibrillation and flutter, cerebral embolism, transient cerebral ischaemia, arterial embolism and thrombosis.",81-81-2
22708,Drug,2265X1950,Estradiol cypionate,DB13954,Depo-Estradiol intramuscular depot injection is indicated for the treatment of moderate to severe vasomotor symptoms and hypoestrogenism due to hypogonadism.,313-06-4
22709,Drug,1866X1645,Zopiclone,DB01198,For the short-term treatment of insomnia.,43200-80-2
22710,Drug,1866X1955,SB-269970,,,201038-74-6
22711,Drug,1867X1641,Mequitazine,DB01071,"For the treatment of Hay fever, urticaria (hives) and allergic rhinitis",29216-28-2
22712,Drug,1868X1640,Fenofibrate,DB01039,"For use as adjunctive therapy to diet to reduce elevated LDL-C, Total-C,Triglycerides and Apo B, and to increase HDL-C in adult patients with primary hypercholesterolemia or mixed dyslipidemia (Fredrickson Types IIa and IIb)",49562-28-9
22713,Drug,1868X1906,Baricitinib,,"Indicated for the treatment of moderate to severe active rheumatoid arthritis in adult patients who have responded inadequately to, or who are intolerant to one or more disease-modifying anti-rheumatic drugs as monotherapy or in combination with methotrexate.",1187594-09-7
22714,Drug,1870X1633,Orciprenaline,DB00816,"For the treatment of bronchospasm, chronic bronchitis, asthma, and emphysema.",586-06-1
22715,Drug,1870X1948,Dichlorobenzyl alcohol,,Dichlorobenzyl alcohol in combination with [DB13908] is available in over-the-counter products used for symptomatic relief of acute sore throat and postoperative sore throat.[A27155],1777-82-8
22716,Drug,1871X1639,Ketoprofen,DB01009,"For symptomatic treatment of acute and chronic rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, primary dysmenorrhea and mild to moderate pain associated with musculotendinous trauma (sprains and strains), postoperative (including dental surgery) or postpartum pain.",22071-15-4
22717,Drug,1871X1677,Carbenoxolone,DB02329,,5697-56-3
22718,Drug,1871X1899,Thimerosal,,"Used as preservative in some cosmetics, topical pharmaceuticals, and biological drug products, which includes vaccines [L1671, L1672, L1673].",54-64-8
22719,Drug,1872X1633,Propofol,DB00818,Used for induction and/or maintenance of anaesthesia and for management of refractory status epilepticus.,2078-54-8
22720,Drug,1872X1950,Bioallethrin,,Bioallethrin was used for lice and scabies infestation. Other pyrethroids are now used in place of bioallethrin.,584-79-2
22721,Drug,1873X1636,Amantadine,DB00915,"For the chemoprophylaxis, prophylaxis, and treatment of signs and symptoms of infection caused by various strains of influenza A virus. Also for the treatment of parkinsonism and drug-induced extrapyramidal reactions.",768-94-5
22722,Drug,1873X1894,Enzacamene,,Indicated for use as an active sunscreen agent.,36861-47-9
22723,Drug,1874X1627,Niacin,DB00627,For the treatment of type IV and V hyperlipidemia. It is indicated as ajunctive therapy.,59-67-6
22724,Drug,1874X1846,Thiorphan,DB08626,,76721-89-6
22725,Drug,1875X1615,Alclometasone,DB00240,For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.,67452-97-5
22726,Drug,1876X1614,Trospium,DB00209,"For the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency, and urinary frequency, detrusor instability and frequency of micturition.",47608-32-2
22727,Drug,1876X1927,Raclopride,,,84225-95-6
22728,Drug,1877X1638,Formoterol,DB00983,"For use as long-term maintenance treatment of asthma in patients 6 years of age and older with reversible obstructive airways disease, including patients with symptoms of nocturnal asthma, who are using optimal corticosteroid treatment and experiencing regular or frequent breakthrough symptoms requiring use of a short-acting bronchodilator. Not indicated for asthma that can be successfully managed with occasional use of an inhaled, short-acting beta2-adrenergic agonist. Also used for the prevention of exercise-induced bronchospasm, as well as long-term treatment of bronchospasm associated with COPD.",73573-87-2
22729,Drug,1878X1635,Ketotifen,DB00920,Indicated as an add-on or prophylactic oral medication in the chronic treatment of mild atopic asthmatic children. Also used as self-medication for the temporary relief of itching of the eye due to allergic conjunctivitis (ophthalmic).,34580-13-7
22730,Drug,1878X1892,Homatropine,,Indicated as an overdose-rescuing agent in combination with hydrocodone antitussive [FDA Label].    Indicated for the induction of mydriasis in ophthalmic solutions.,87-00-3
22731,Drug,1879X1859,Zucapsaicin,,"Indicated to be used in conjunction with oral COX-2 inhibitors or NSAIDs for the relief of severe pain in adult patients with osteoarthritis of the knee, not controlled with oral COX-2 inhibitors or NSAIDs alone, for a duration of no more than three months.",25775-90-0
22732,Drug,1880X1623,Ciprofloxacin,DB00537,"For the treatment of the following infections caused by susceptible organisms: urinary tract infections, acute uncomplicated cystitis, chronic bacterial prostatitis, lower respiratory tract infections, acute sinusitis, skin and skin structure infections, bone and joint infections, complicated intra-abdominal infections (used in combination with metronidazole), infectious diarrhea, typhoid fever (enteric fever), uncomplicated cervical and urethral gonorrhea, and inhalational anthrax (post-exposure).",85721-33-1
22733,Drug,1880X1788,Bafilomycin B1,,,88899-56-3
22734,Drug,1880X1899,Isavuconazole,,"- Indicated for patients 18 years of age and older for the treatment of invasive aspergillosis [FDA Label].  - Indicated for patients 18 years of age and older for the treatment of invasive mucormycosis [FDA Label], including patients where treatment amphotericin B is inappropriate [L1482].",241479-67-4
22735,Drug,1881X1631,Sulfasalazine,DB00795,For the treatment of Crohn's disease and rheumatoid arthritis as a second-line agent.,599-79-1
22736,Drug,1881X1749,Rapacuronium,,"Used in anaesthesia, to aid and enable endotracheal intubation.",465499-11-0
22737,Drug,1881X1910,Diacerein,,For the treatment of osteoarthritis affecting the hip or knee [L780].,13739-02-1
22738,Drug,2250X1629,Atracurium besylate,DB00732,"For use, as an adjunct to general anesthesia, to facilitate endotracheal intubation and to provide skeletal muscle relaxation during surgery or mechanical ventilation.",64228-81-5
22739,Drug,2251X1626,Clofibrate,DB00636,For Primary Dysbetalipoproteinemia (Type III hyperlipidemia) that does not respond adequately to diet. This helps control high cholesterol and high triglyceride levels.,637-07-0
22740,Drug,2251X1862,Zotepine,,"Zotepine, like other atypical antipsychotics, is considered as the first-line treatment in newly diagnosed schizophrenia. It is usually thought to be an option of choice for managing acute schizophrenic episodes when discussion with the patient is not possible. Zotepine, as an atypical antipsychotic, is used in patients who are suffering unacceptable side effects from conventional antipsychotics or in relapse patients that were inadequately controlled.[T108]     It is important to consider that the indications stated above are related to atypical antipsychotics, that zotepine is not currently FDA, Canada or EMA approved and that studies have not shown any additional benefit when compared with other approved atypical antipsychotics.[A31857]    Schizophrenia is a chronic and severe mental disorder that affects how a person thinks, feels and behaves. It is usually marked for a loose reality perspective delineated by hallucinations, delusions and thought and movement disorders.[L1320]",26615-21-4
22741,Drug,2252X1623,Vincristine,DB00541,"Treatment of acute lymphocytic leukemia (ALL), Hodgkin lymphoma, non-Hodgkin lymphomas, Wilms' tumor, neuroblastoma, rhabdomyosarcoma. Liposomal vincristine is indicated for the treatment of relapsed Philadelphia chromosome-negative (Ph-) acute lymphoblastic leukemia (ALL).",57-22-7
22742,Drug,2252X1745,Hydroxyfasudil,,,105628-72-6
22743,Drug,2253X1628,Methazolamide,DB00703,For treatment of chronic open-angle glaucoma and acute angle-closure glaucoma,554-57-4
22744,Drug,2253X1741,Estriol,DB04573,Used as a test to determine the general health of an unborn fetus.,50-27-1
22745,Drug,2254X1623,Amoxapine,DB00543,For the relief of symptoms of depression in patients with neurotic or reactive depressive disorders as well as endogenous and psychotic depressions. May also be used to treat depression accompanied by anxiety or agitation.,14028-44-5
22746,Drug,2254X1894,Epicriptine,,Please refer to [DB01049] and to know more about the isomer please refer to [DB11274].,88660-47-3
22747,Drug,2255X1627,Aprepitant,DB00673,"For the prevention of nausea and vomiting associated with highly emetogenic cancer chemotherapy, including high-dose cisplatin (in combination with other antiemetic agents).",170729-80-3
22748,Drug,2255X1892,Papain,,No FDA-approved therapeutic indications.,9001-73-4
22749,Drug,2256X1866,Polyestradiol phosphate,,,28014-46-2
22750,Drug,2257X1621,Lenalidomide,DB00480,Lenalidomide is indicated for the treatment of multiple myeloma in combination with dexamethasone. It is also indicated for the treatment of patients with transfusion-dependent anemia due to low- or intermediate- risk myelodysplastic syndromes (MDS) associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities.,191732-72-6
22751,Drug,2257X1854,Gemeprost,,"Indicated for the softening and dilatation of the cervix uteri prior to transcervical, intrauterine operative procedures in the first trimester of pregnancy or facilitating therapeutic termination of pregnancy in patients in the second trimester of gestation.",64318-79-2
22752,Drug,2259X1612,Indecainide,DB00192,For the treatment of life-threatening dysrhythmias and sustained ventricular tachycardia.,74517-78-5
22753,Drug,2259X1646,Pirbuterol,,For the prevention and reversal of bronchospasm in patients 12 years of age and older with reversible bronchospasm including asthma.,38677-81-5
22754,Drug,2260X1611,L-Alanine,DB00160,Used for protein synthesis.,56-41-7
22755,Drug,2260X1647,Forasartan,,For the treatment of hypertension.,145216-43-9
22756,Drug,2260X1954,SR-9011,,,1379686-29-9
22757,Drug,2261X1642,Chloroprocaine,DB01161,For the production of local anesthesia by infiltration and peripheral nerve block. They are not to be used for lumbar or caudal epidural anesthesia.,133-16-4
22758,Drug,2261X1682,Phosphoramidon,DB02557,,36357-77-4
22759,Drug,2262X1633,Salicylic acid,DB00936,"Key additive in many skin-care products for the treatment of acne, psoriasis, callouses, corns, keratosis pilaris and warts.",69-72-7
22760,Drug,2262X1863,Iopodic acid,,"Iopodic acid is available as a cholecystographic agent. This denomination indicates the iopodic acid is a radiopaque substance that can be used to visualize the gallbladder and biliary channels in abdominal X-ray.[L1587, A32087] An abdominal X-ray uses a minimal amount of ionizing radiation to produce pictures of the inside of the abdominal cavity. It is commonly used to evaluate the stomach, liver, intestines, and spleen.[L1589]    Iopodic acid has also been indicated for the treatment of hyperthyroidism such as Graves disease.[A32085, A32086] Hyperthyroidism refers to any condition where there is too much thyroid hormone produced in the body (overactive thyroid). When the overactivity involves the entire thyroid gland, it is known as Grave's disease.[L1590]",5587-89-3
22761,Drug,2263X1859,Moxisylyte,,"By the WHO, moxisylyte is indicated for the symptomatic management of sequelae of cerebral infarction or hemorrhage.[T91] The cerebral infarction is characterized by the blockage of the artery either by the formation of a thrombus or an embolus.[A31644]     On the other hand, the FDA classified moxisylyte for the reversal of phenylephrine-induced mydriasis in patients who have narrow anterior angles and are at risk of developing an acute attack of angle-closure glaucoma.[L1172]  Closed-angle glaucoma is caused by the contact between the iris and the trabecular meshwork. This contact will damage the aqueous outflow by the meshwork thus, increasing eye pressure and producing the symptoms of glaucoma.[A31645] Mydriasis is referred to the dilatation of the pupils and this standard body function is known to be a trigger factor for the development of acute closed-angle glaucoma.This risk is explained by the generation of a pupillary block, which is the contact between the pupillary margins and the lens, thus preventing flow from the aqueous humor to the anterior chamber and followed by an increased pressure gradient.[L1173]     Moxisylyte is also approved in France as the first drug for the treatment of impotence.[A31647]",54-32-0
22762,Drug,2264X1626,Apomorphine,DB00714,"For the acute, intermittent treatment of hypomobility, off episodes (end-of-dose wearing off and unpredictable on/off episodes) associated with advanced Parkinson's disease.",58-00-4
22763,Drug,2265X1953,Concanamycin A,,,80890-47-7
22764,Drug,1866X1614,Erythromycin,DB00199,"For use in the treatment of infections caused by susceptible strains of microorganisms in the following diseases: respiratory tract infections (upper and lower) of mild to moderate degree, pertussis (whooping cough), as adjunct to antitoxin in infections due to <i>Corynebacterium diphtheriae</i>, in the treatment of infections due to <i>Corynebacterium minutissimum</i>, intestinal amebiasis caused by <i>Entamoeba histolytica</i>, acute pelvic inflammatory disease caused by <i>Neisseria gonorrhoeae</i>, skin and soft tissue infections of mild to moderate severity caused by <i>Streptococcus pyogenes</i> and <i>Staphylococcus aureus</i>, primary syphilis caused by <i>Treponema pallidum</i>, infections caused by <i>Chlamydia trachomatis</i>, nongonococcal urethritis caused by <i>Ureaplasma urealyticum</i>, and Legionnaires' disease caused by <i>Legionella pneumophila</i>.",114-07-8
22765,Drug,1866X1957,Dexverapamil,,,38321-02-7
22766,Drug,1867X1642,Quinacrine,DB01103,For the treatment of giardiasis and cutaneous leishmaniasis and the management of malignant effusions.,83-89-6
22767,Drug,1867X1915,m-Chlorophenylpiperazine,,,6640-24-0
22768,Drug,1870X1634,Levamisole,DB00848,For adjuvant treatment in combination with fluorouracil after surgical resection in patients with Dukes' stage C colon cancer. Also used to treat malignant melanoma and head/neck cancer.  Levamisole was originally used as an antihelminthic to treat worm infestations in both humans and animals.,14769-73-4
22769,Drug,1871X1641,Diphenhydramine,DB01075,"For the treatment of symptoms associated with Vertigo/Meniere's disease, nausea and vomiting, motion sickness and insect bite.",58-73-1
22770,Drug,1871X1904,Tetrahydrocannabivarin,,"THCV does not currently have any FDA, Health Canada, or EMA approved indications.",31262-37-0
22771,Drug,1872X1634,Perphenazine,DB00850,For use in the management of the manifestations of psychotic disorders and for the control of severe nausea and vomiting in adults.,58-39-9
22772,Drug,1872X1750,Prenylamine,,,390-64-7
22773,Drug,1872X1952,Agkistrodon piscivorus antivenin,,CROFAB is a sheep-derived antivenin indicated for the management of adult and pediatric patients with North American crotalid envenomation [FDA label].,
22774,Drug,1873X1637,Fulvestrant,DB00947,For the treatment of hormone receptor positive metastatic breast cancer in postmenopausal women with disease progression following anti-estrogen therapy.,129453-61-8
22775,Drug,1873X1900,Tasonermin,,"For use in adults as an adjunct to surgery for subsequent removal of the tumour so as to prevent or delay amputation, or in palliative care, for irresectable soft tissue sarcoma of the limbs [FDA Label]. Used in combination with melphalan via mild hyperthermic isolated limb perfusion.",94948-59-1
22776,Drug,1874X1628,Acamprosate,DB00659,For the maintenance of abstinence from alcohol in patients with alcohol dependence who are abstinent at treatment initiation,77337-76-9
22777,Drug,1874X1781,Torcetrapib,,Investigated for use/treatment in peripheral vascular disease and hyperlipidemia.,262352-17-0
22778,Drug,1875X1616,Betazole,DB00272,For use clinically to test gastric secretory function.,105-20-4
22779,Drug,1875X1730,(R)-Rolipram,DB04149,,85416-75-7
22780,Drug,1876X1615,Butalbital,DB00241,"Used in combination with acetaminophen or aspirin and caffeine for its sedative and relaxant effects in the treatment of tension headaches, migraines, and pain.",77-26-9
22781,Drug,1876X1649,Ephedra,,"Ephedra is widely used by athletes, despite a lack of evidence that it enhances athletic performance. Ephedra has also been used for weight loss.",
22782,Drug,1876X1946,Anti-inhibitor coagulant complex,,"For use in the control of bleeding episodes, perioperative management, and routine prophylaxis against bleeding episodes in hemophilia A and B patients with inhibitors [FDA Label]. It is not indicated in the absence of factor VIII or IX inhibitors.",
22783,Drug,1877X1920,Verubecestat,DB12285,,1286770-55-5
22784,Drug,1878X1636,Naratriptan,DB00952,For the acute treatment of migraine attacks with or without aura in adults.,121679-13-8
22785,Drug,1878X1896,Selexipag,,Selexipag is indicated for the treatment of pulmonary arterial hypertension (PAH) to delay disease progression and reduce risk of hospitalization.,475086-01-2
22786,Drug,1879X1787,Desvenlafaxine,,Desvenlafaxine is indicated for the treatment of major depressive disorder in adults.,93413-62-8
22787,Drug,1879X1862,Polaprezinc,,"Peptic ulcer disease, dyspepsia [L1308].",107667-60-7
22788,Drug,1880X1624,Fondaparinux,DB00569,"Approved for: (1) prophylaxis of VTE for up to one month post surgery in patients undergoing orthopedic surgery of the lower limbs such as hip fracture, hip replacement and knee surgery; (2) prophylaxis of VTE patients undergoing abdominal surgery who are at high risk of thromboembolic complications (e.g. patients undergoing abdominal cancer surgery); (3) treatment of acute DVT and PE; (4) management of UA and NSTEMI for the prevention of death and subsequent myocardial infarction (MI); and (5) management of STEMI for the prevention of death and myocardial reinfarction in patients who are managed with thrombolytics or who are initially to receive no form of reperfusion therapy. Fondaparinux should not be used as the sole anticoagulant during percutaneous coronary intervention (PCI) due to an increased risk of guiding catheter thrombosis.",104993-28-4
22789,Drug,2250X1630,Mometasone,DB00764,The inhaler is indicated for the maintenance treatment of asthma as prophylactic therapy. The nasal spray is indicated for the treatment of the nasal symptoms of seasonal allergic and perennial allergic rhinitis.,105102-22-5
22790,Drug,2250X1889,Phenyl salicylate,,Pain and fever [L2468].,118-55-8
22791,Drug,2251X1627,Sumatriptan,DB00669,For the treatment of migraine attacks with or without aura.,103628-46-2
22792,Drug,2251X1863,Gimeracil,,"Gimeracil is used as an adjunct to antineoplastic therapy. When used within the product Teysuno, gimeracil is indicated for the treatment of adults with advanced gastric (stomach) cancer when given in combination with cisplatin.",103766-25-2
22793,Drug,2252X1624,Fenoprofen,DB00573,For relief of the signs and symptoms of rheumatoid arthritis and osteoarthritis. Also for the relief of mild to moderate pain.,29679-58-1
22794,Drug,2252X1890,Castor oil,,Indicated for over-the-counter use as a laxative for oral use and as a soothing agent for topical use on skin and hair.,8001-79-4
22795,Drug,2253X1629,Naftifine,DB00735,"For the topical treatment of tinea pedis, tinea cruris, and tinea corporis caused by the organisms <i>Trichophyton rubrum</i>, <i>Trichophyton mentagrophytes</i>, <i>Trichophyton tonsurans</i> and <i>Epidermophyton floccosum</i>.",65472-88-0
22796,Drug,2253X1866,Rauwolfia serpentina root,DB09363,"Rauwolfia alkaloids are indicated in the treatment of hypertension [L1614]. Rauwolfia alkaloids have been used for relief of symptoms in agitated psychotic states such as schizophrenia; however, use as antipsychotics and sedatives have been replaced with the use of more effective, safer agents [L1614].",8063-17-0
22797,Drug,2254X1624,Clonidine,DB00575,"May be used as an adjunct in the treatment of hypertension, as an epidural infusion as an adjunct treatment in the management of severe cancer pain that is not relieved by opiate analgesics alone, for differential diagnosis of pheochromocytoma in hypertensive patients, prophylaxis of vascular migraine headaches, treatment of severe dysmenorrhea, management of vasomotor symptoms associated with menopause, rapid detoxification in the management of opiate withdrawal, treatment of alcohol withdrawal used in conjunction with benzodiazepines, management of nicotine dependence, topical use to reduce intraocular pressure in the treatment of open-angle and secondary glaucoma and hemorrhagic glaucoma associated with hypertension, and in the treatment of attention-deficit hyperactivity disorder (ADHD).",4205-90-7
22798,Drug,2254X1897,Thrombin Alfa,,"Indicated to aid hemostasis whenever oozing blood and minor bleeding from capillaries and small venules is accessible and control of bleeding by standard surgical techniques (such as suture, ligature, or cautery) is ineffective or impractical in adults and pediatric populations greater than or equal to one month of age [FDA Label].    Additionally, thrombin alfa can be used in conjunction with an absorbable gelatin sponge, USP [FDA Label].",869858-13-9
22799,Drug,2256X1630,Alprostadil,DB00770,"For palliative, not definitive, therapy to temporarily maintain the patency of the ductus arteriosus until corrective or palliative surgery can be performed in neonates who have congenital heart defects and who depend upon the patent ductus for survival. Also for the treatment of erectile dysfunction due to neurogenic, vasculogenic, psychogenic, or mixed etiology.",745-65-3
22800,Drug,2256X1889,Trolamine salicylate,,"Indicated for the temporary relief of aches, and pains of muscles and joints associated with backache, lumbago, strains, bruises, sprains and arthritic or rheumatic pain, pain of tendons and ligaments [L1791].",2174-16-5
22801,Drug,2257X1622,Dextromethorphan,DB00514,For treatment and relief of dry cough.,125-71-3
22802,Drug,2257X1783,Deramciclane,,Investigated for use/treatment in anxiety disorders.,120444-71-5
22803,Drug,2258X1620,Dipivefrin,DB00449,Dipivefrin is a prodrug which is used as initial therapy for the control of intraocular pressure in chronic open-angle glaucoma.,52365-63-6
22804,Drug,2260X1612,Tramadol,DB00193,"Indicated in the treatment of moderate to severe pain. Consider for those prone to constipation or respiratory depression. Tramadol is used to treat postoperative, dental, cancer, and acute musculosketetal pain and as an adjuvant to NSAID therapy in patients with osteoarthritis.",27203-92-5
22805,Drug,2260X1649,Ajmaline,,For use as an antiarrhythmic agent.,4360-12-7
22806,Drug,2261X1607,"Antihemophilic factor, human recombinant",DB00025,"For the treatment of hemophilia A, von Willebrand disease and Factor XIII deficiency.",139076-62-3
22807,Drug,2261X1643,Acebutolol,DB01193,For the management of hypertension and ventricular premature beats in adults.,37517-30-9
22808,Drug,2262X1634,Methyldopa,DB00968,For use in the treatment of hypertension.,555-30-6
22809,Drug,2262X1866,Necitumumab,DB09559,Necitumumab is approved for use in combination with cisplatin and gemcitabine as a first-line treatment for metastatic squamous non-small cell lung cancer (NSCLC). It is not indicated for treatment of non-squamous NSCLC.,906805-06-9
22810,Drug,2263X1627,Modafinil,DB00745,To improve wakefulness in patients with excessive daytime sleepiness (EDS) associated with narcolepsy.,68693-11-8
22811,Drug,2263X1860,Levamlodipine,,For the treatment of hypertension and angina [L1483].,103129-82-4
22812,Drug,2265X1621,Piroxicam,DB00554,For treatment of osteoarthritis and rheumatoid arthritis.,36322-90-4
22813,Drug,1866X1615,Temazepam,DB00231,For the short-term treatment of insomnia (generally 7-10 days).,846-50-4
22814,Drug,1867X1609,Tenecteplase,DB00031,For treatment of myocardial infarction and lysis of intracoronary emboli,191588-94-0
22815,Drug,1867X1643,Doxacurium chloride,DB01135,"Used to provide skeletal muscle relaxation as an adjunct to general anesthesia, for endotracheal intubation or to facilitate mechanical ventilation.",106819-53-8
22816,Drug,1868X1642,Sertraline,DB01104,"For the management of major depressive disorder (MDD), posttraumatic stress disorder (PTSD), obsessive-compulsive disorder (OCD), panic disorder (PD) with or without agoraphobia, premenstrual dysphoric disorder (PMDD), and social anxiety disorder (SAD) [FDA Label].     It may be used for premature ejaculation and vascular headaches as off-label indications.",79617-96-2
22817,Drug,1869X1638,Dipyridamole,DB00975,For as an adjunct to coumarin anticoagulants in the prevention of postoperative thromboembolic complications of cardiac valve replacement and also used in prevention of angina.,58-32-2
22818,Drug,1869X1892,Capsicum oleoresin,,"Indicated for the temporary relief of minor aches and pains of muscles and joints associated with simple backache, arthritis, strains and sprains.",8023-77-6
22819,Drug,1870X1635,Chlorothiazide,DB00880,"Chlorothiazide is indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. It is also indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effectiveness of other antihypertensive drugs in the more severe forms of hypertension.",58-94-6
22820,Drug,1870X1751,Dronedarone,,Management of paroxysmal or persistent atrial fibrillation via restoration of normal sinus rhythm.,141626-36-0
22821,Drug,1870X1957,Dofequidar,,,129716-58-1
22822,Drug,1871X1642,Methyprylon,DB01107,For the treatment of insomnia.,125-64-4
22823,Drug,1872X1954,Fish oil,,"Under FDA approval, fish oil pharmaceuticals are typically products consisting of a combination of the omega-3-fatty acids eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) and are indicated primarily as an adjunct to diet to reduce triglyceride levels in adult patients with severe (>=500 mg/dL) hypertriglyceridemia [FDA Label, F36].    Under EMA approval, such fish oil pharmaceuticals comprised of virtually the same fish and fish oil derived omega-3-fatty acids EPA and DHA are indicated specifically for (a) adjuvant treatment in secondary prevention after myocardial infarction, in addition to other standard therapy (ie. statins, antiplatelet medicinal products, beta blockers, ACE inhibitors), and (b) as a supplement to diet when dietary measures alone are insufficient to produce an adequate response, particularly with type IV hypertriglyceridemia in monotherapy or type IIb/III in combination with statins, when control of triglycerides is insufficient [L2661]. In addition, prescribing information for EMA approved fish oil pharmaceuticals are also indicated as an adjunct to diet to reduce very high (>=500 mg/dL) triglyceride levels in adult patients, much like similar FDA approved indications [F37, FDA Label].",
22824,Drug,1873X1638,Cyclopentolate,DB00979,Used mainly to produce mydriasis and cycloplegia for diagnostic purposes.,512-15-2
22825,Drug,1874X1629,Phentolamine,DB00692,"Used as an aid for the diagnosis of pheochromocytoma, and may be administered immediately prior to or during pheochromocytomectomy to prevent or control paroxysmal hypertension resulting from anesthesia, stress, or operative manipulation of the tumor. Phentolamine has also been used to treat hypertensive crisis caused by sympathomimetic amines or catecholamine excess by certain foods or drugs in patients taking MAO inhibitors, or by clonidine withdrawal syndrome. Other indications include the prevention of dermal necrosis and sloughing following IV administration or extravasation of norepinephrine, decrease in impedance to left ventricular ejection and the infarct size in patients with MI associated with left ventricular failure, treatment of erectile dysfunction through self-injection of small doses combined with papaverine hydrochloride into the corpus cavernosum, and as an adjunct to the management of cocaine overdose to reverse coronary vasoconstriction following use of oxygen, benzodiazepines,and nitroglycerin.",50-60-2
22826,Drug,1875X1617,Desogestrel,DB00304,For the prevention of pregnancy in women who elect to use this product as a method of contraception.,54024-22-5
22827,Drug,1876X1616,Topiramate,DB00273,Used for the treatment and control of partial seizures and severe tonic-clonic (grand mal) seizures and also for the prevention of migraine headaches. In children it is also used for treatment of Lennox-Gastaut syndrome. Qsymia® is indicated for the treatment and management of obesity.,97240-79-4
22828,Drug,1876X1650,Tiotropium,,Used in the management of chronic obstructive pulmonary disease (COPD).,186691-13-4
22829,Drug,1876X1722,"5-Alpha-Androstane-3-Beta,17beta-Diol",DB03882,,571-20-0
