:ID,:LABEL,namespace:string,species:float,label:string,pure:boolean,bel:string,name:string,involved_genes:string,suggested_corrections:string,hgnc:string
13799,Rna,RGD,10116.0,,False,"r(RGD:""Zfp354c"")",Zfp354c,Zfp354c,,
13800,Rna,MGI,10090.0,,False,"r(MGI:""Ass1"")",Ass1,Ass1,,
13801,Rna,HGNC,9606.0,Rho/Rac guanine nucleotide exchange factor 2,False,"r(HGNC:""ARHGEF2"")",ARHGEF2,ARHGEF2,,1575X5504
13802,Rna,RGD,10116.0,,False,"r(RGD:""Scd2"")",Scd2,Scd2,,
13803,Rna,MGI,10090.0,,False,"r(MGI:""Tfam"")",Tfam,Tfam,,
13804,Rna,MGI,10090.0,,,"r(MGI:""Slc7a8"",loc(MESHA:""Microglia""))",Slc7a8,Slc7a8,,
13805,Rna,HGNC,9606.0,unc-51 like autophagy activating kinase 2,False,"r(HGNC:""ULK2"")",ULK2,ULK2,,1568X8007
13806,Rna,MGI,10090.0,,False,"r(MGI:""Fads2"")",Fads2,Fads2,,
13807,Rna,MGI,10090.0,,False,"r(MGI:""Itgam"")",Itgam,Itgam,,
13808,Rna,MGI,10090.0,,False,"r(MGI:""Col4a1"")",Col4a1,Col4a1,,
13809,Rna,RGD,10116.0,,False,"r(RGD:""Angpt2"")",Angpt2,Angpt2,,
13810,Rna,HGNC,9606.0,zinc finger protein 460,False,"r(HGNC:""ZNF460"")",ZNF460,ZNF460,,1562X8115
13811,Rna,HGNC,9606.0,vascular cell adhesion molecule 1,False,"r(HGNC:""VCAM1"")",VCAM1,VCAM1,,1576X8025
13812,Rna,RGD,10116.0,,False,"r(RGD:""Zfp169"")",Zfp169,Zfp169,,
13813,Rna,MGI,10090.0,,False,"r(MGI:""Plau"")",Plau,Plau,,
13814,Rna,HGNC,9606.0,presenilin 1,False,"r(HGNC:""PSEN1"")",PSEN1,PSEN1,,1572X7100
13815,Rna,MGI,10090.0,,False,"r(MGI:""Socs3"")",Socs3,Socs3,,
13816,Rna,MGI,10090.0,,False,"r(MGI:""2810021J22Rik"")",2810021J22Rik,2810021J22Rik,,
13817,Rna,MGI,10090.0,,False,"r(MGI:""Tnf"")",Tnf,Tnf,,
13818,Rna,HGNC,9606.0,interleukin 13 receptor subunit alpha 1,False,"r(HGNC:""IL13RA1"")",IL13RA1,IL13RA1,,1576X6234
13819,Rna,HGNC,9606.0,zinc finger protein 221,False,"r(HGNC:""ZNF221"")",ZNF221,ZNF221,,1575X8103
13820,Rna,RGD,10116.0,,False,"r(RGD:""Gata4"")",Gata4,Gata4,,
13821,Rna,MGI,10090.0,,False,"r(MGI:""Zfp617"")",Zfp617,Zfp617,,
13822,Rna,MGI,10090.0,,False,"r(MGI:""Ifna14"")",Ifna14,Ifna14,,
13823,Rna,HGNC,9606.0,interleukin 11,False,"r(HGNC:""IL11"")",IL11,IL11,,1568X6236
13824,Rna,MGI,10090.0,,False,"r(MGI:""Wap"")",Wap,Wap,,
13825,Rna,HGNC,9606.0,apolipoprotein E,False,"r(HGNC:""APOE"")",APOE,APOE,,1572X5494
13826,Rna,HGNC,9606.0,progesterone receptor,False,"r(HGNC:""PGR"")",PGR,PGR,,1571X6997
13827,Rna,MGI,10090.0,,False,"r(MGI:""Zfp938"")",Zfp938,Zfp938,,
13828,Rna,HGNC,9606.0,zinc finger protein 45,False,"r(HGNC:""ZNF45"")",ZNF45,ZNF45,,1568X8098
13829,Rna,MGI,10090.0,,False,"r(MGI:""Rgs2"")",Rgs2,Rgs2,,
13830,Rna,MGI,10090.0,,False,"r(MGI:""Cysltr1"")",Cysltr1,Cysltr1,,
13831,Rna,RGD,10116.0,,False,"r(RGD:""Ctnnb1"")",Ctnnb1,Ctnnb1,,
13832,Rna,RGD,10116.0,,False,"r(RGD:""Serpinb5"")",Serpinb5,Serpinb5,,
13833,Rna,HGNC,9606.0,zinc finger protein 726,False,"r(HGNC:""ZNF726"")",ZNF726,ZNF726,,1576X8128
13834,Rna,HGNC,9606.0,aldehyde oxidase 1,False,"r(HGNC:""AOX1"")",AOX1,AOX1,,1570X5488
13835,Rna,HGNC,9606.0,SMAD specific E3 ubiquitin protein ligase 2,False,"r(HGNC:""SMURF2"")",SMURF2,SMURF2,,1565X7672
13836,Rna,RGD,10116.0,,False,"r(RGD:""Polk"")",Polk,Polk,,
13837,Rna,MGI,10090.0,,,"r(MGI:""Olfr110"",loc(MESHA:""Microglia""))",Olfr110,Olfr110,,
13838,Rna,HGNC,9606.0,glutathione S-transferase alpha 5,False,"r(HGNC:""GSTA5"")",GSTA5,GSTA5,,1567X6094
13839,Rna,HGNC,9606.0,interferon alpha 4,False,"r(HGNC:""IFNA4"")",IFNA4,IFNA4,,1566X6197
13840,Rna,MESH,,,False,"r(MESH:""Cytokines"")",Cytokines,Cytokines,,
13841,Rna,HGNC,9606.0,inhibitor of DNA binding 4,False,"r(HGNC:""ID4"")",ID4,ID4,,1563X6193
13842,Rna,HGNC,9606.0,zinc finger protein 461,False,"r(HGNC:""ZNF461"")",ZNF461,ZNF461,,1564X8115
13843,Rna,RGD,10116.0,,False,"r(RGD:""Maf"")",Maf,Maf,,
13844,Rna,FLYBASE,7227.0,,False,"r(FLYBASE:""tefu"")",tefu,tefu,,
13845,Rna,HGNC,9606.0,"MCL1 apoptosis regulator, BCL2 family member",False,"r(HGNC:""MCL1"")",MCL1,MCL1,,1570X6548
13846,Rna,RGD,10116.0,,False,"r(RGD:""Col3a1"")",Col3a1,Col3a1,,
13847,Rna,RGD,10116.0,,False,"r(RGD:""Ppard"")",Ppard,Ppard,,
13848,Rna,MGI,10090.0,,,"r(MGI:""Treml2"",loc(MESHA:""Brain""))",Treml2,Treml2,,
13849,Rna,RGD,10116.0,,False,"r(RGD:""Gstp1"")",Gstp1,Gstp1,,
13850,Rna,MGI,10090.0,,False,"r(MGI:""Cldn7"")",Cldn7,Cldn7,,
13851,Rna,MGI,10090.0,,False,"r(MGI:""Zfp30"")",Zfp30,Zfp30,,
13852,Rna,MGI,10090.0,,False,"r(MGI:""Perp"")",Perp,Perp,,
13853,Rna,HGNC,9606.0,sialic acid binding Ig like lectin 7,False,"r(HGNC:""SIGLEC7"")",SIGLEC7,SIGLEC7,,1570X7617
13854,Rna,RGD,10116.0,,False,"r(RGD:""Oas2"")",Oas2,Oas2,,
13855,Rna,MGI,10090.0,,False,"r(MGI:""Oas1a"")",Oas1a,Oas1a,,
13856,Rna,FLYBASE,7227.0,,False,"r(FLYBASE:""ex"")",ex,ex,,
13857,Rna,RGD,10116.0,,False,"r(RGD:""Igf1"")",Igf1,Igf1,,
13858,Rna,HGNC,9606.0,zinc finger protein 251,False,"r(HGNC:""ZNF251"")",ZNF251,ZNF251,,1566X8106
13859,Rna,RGD,10116.0,,False,"r(RGD:""Rcan1"")",Rcan1,Rcan1,,
13860,Rna,HGNC,9606.0,transforming growth factor beta 2,False,"r(HGNC:""TGFB2"")",TGFB2,TGFB2,,1569X7826
13861,Rna,MGI,10090.0,,False,"r(MGI:""Zfp7"")",Zfp7,Zfp7,,
13862,Rna,HGNC,9606.0,ATP binding cassette subfamily C member 6,False,"r(HGNC:""ABCC6"")",ABCC6,ABCC6,,1575X5416
13863,Rna,HGNC,9606.0,interferon alpha 1,False,"r(HGNC:""IFNA1"")",IFNA1,IFNA1,,1564X6197
13864,Rna,MGI,10090.0,,False,"r(MGI:""Elf5"")",Elf5,Elf5,,
13865,Rna,HGNC,9606.0,"MER proto-oncogene, tyrosine kinase",False,"r(HGNC:""MERTK"")",MERTK,MERTK,,1569X6559
13866,Rna,HGNC,9606.0,paired box 4,False,"r(HGNC:""PAX4"")",PAX4,PAX4,,1567X6963
13867,Rna,RGD,10116.0,,False,"r(RGD:""Thbd"")",Thbd,Thbd,,
13868,Rna,HGNC,9606.0,interferon alpha 13,False,"r(HGNC:""IFNA13"")",IFNA13,IFNA13,,1574X6196
13869,Rna,HGNC,9606.0,zinc finger protein 12,False,"r(HGNC:""ZNF12"")",ZNF12,ZNF12,,1565X8096
13870,Rna,RGD,10116.0,,False,"r(RGD:""Nr5a2"")",Nr5a2,Nr5a2,,
13871,Rna,MGI,10090.0,,False,"r(MGI:""Zfp930"")",Zfp930,Zfp930,,
13872,Rna,HGNC,9606.0,cytochrome P450 family 7 subfamily A member 1,False,"r(HGNC:""CYP7A1"")",CYP7A1,CYP7A1,,1574X5791
13873,Rna,MGI,10090.0,,False,"r(MGI:""Mmp2"")",Mmp2,Mmp2,,
13874,Rna,MGI,10090.0,,,"r(MGI:""Fads1"",loc(MESHA:""Microglia""))",Fads1,Fads1,,
13875,Rna,FPLX,,,False,"r(FPLX:""NFkappaB"")",NFkappaB,NFkappaB,,
13876,Rna,MGI,10090.0,,False,"r(MGI:""Rbak"")",Rbak,Rbak,,
13877,Rna,MGI,10090.0,,False,"r(MGI:""Atp2b1"")",Atp2b1,Atp2b1,,
13878,Rna,MGI,10090.0,,False,"r(MGI:""Hkdc1"")",Hkdc1,Hkdc1,,
13879,Rna,HGNC,9606.0,solute carrier family 7 member 11,False,"r(HGNC:""SLC7A11"")",SLC7A11,SLC7A11,,1576X7629
13880,Rna,MGI,10090.0,,False,"r(MGI:""Hmox1"")",Hmox1,Hmox1,,
13881,Rna,MGI,10090.0,,False,"r(MGI:""Rag1"")",Rag1,Rag1,,
13882,Rna,MGI,10090.0,,False,"r(MGI:""C1qa"")",C1qa,C1qa,,
13883,Rna,RGD,10116.0,,False,"r(RGD:""RT1-DOa"")",RT1-DOa,RT1-DOa,,
13884,Rna,HGNC,9606.0,"major histocompatibility complex, class II, DO beta",False,"r(HGNC:""HLA-DOB"")",HLA-DOB,HLA-DOB,,1563X6140
13885,Rna,RGD,10116.0,,False,"r(RGD:""Cd14"")",Cd14,Cd14,,
13886,Rna,HGNC,9606.0,claudin 1,False,"r(HGNC:""CLDN1"")",CLDN1,CLDN1,,1567X5715
13887,Rna,HGNC,9606.0,zinc finger protein 554,False,"r(HGNC:""ZNF554"")",ZNF554,ZNF554,,1564X8120
13888,Rna,HGNC,9606.0,pyruvate dehydrogenase kinase 1,False,"r(HGNC:""PDK1"")",PDK1,PDK1,,1570X6982
13889,Rna,MGI,10090.0,,False,"r(MGI:""Esrrb"")",Esrrb,Esrrb,,
13890,Rna,MGI,10090.0,,False,"r(MGI:""Mmp1a"")",Mmp1a,Mmp1a,,
13891,Rna,MGI,10090.0,,False,"r(MGI:""H2-Aa"")",H2-Aa,H2-Aa,,
13892,Rna,MGI,10090.0,,False,"r(MGI:""Ppard"")",Ppard,Ppard,,
13893,Rna,RGD,10116.0,,False,"r(RGD:""Ptgs2"")",Ptgs2,Ptgs2,,
13894,Rna,HGNC,9606.0,growth hormone 1,False,"r(HGNC:""GH1"")",GH1,GH1,,1572X6049
13895,Rna,HGNC,9606.0,synaptosome associated protein 29,False,"r(HGNC:""SNAP29"")",SNAP29,SNAP29,,1567X7673
13896,Rna,RGD,10116.0,,False,"r(RGD:""Cyp19a1"")",Cyp19a1,Cyp19a1,,
13897,Rna,MGI,10090.0,,False,"r(MGI:""Zfp583"")",Zfp583,Zfp583,,
13898,Rna,MGI,10090.0,,False,"r(MGI:""Ifna6"")",Ifna6,Ifna6,,
13899,Rna,HGNC,9606.0,erb-b2 receptor tyrosine kinase 2,False,"r(HGNC:""ERBB2"")",ERBB2,ERBB2,,1561X5918
13900,Rna,RGD,10116.0,,False,"r(RGD:""Zfp780b"")",Zfp780b,Zfp780b,,
13901,Rna,RGD,10116.0,,False,"r(RGD:""Slc34a3"")",Slc34a3,Slc34a3,,
13902,Rna,HGNC,9606.0,matrix metallopeptidase 8,False,"r(HGNC:""MMP8"")",MMP8,MMP8,,1562X6704
13903,Rna,HGNC,9606.0,zinc finger protein 417,False,"r(HGNC:""ZNF417"")",ZNF417,ZNF417,,1562X8113
13904,Rna,RGD,10116.0,,False,"r(RGD:""Pcna"")",Pcna,Pcna,,
13905,Rna,HGNC,9606.0,solute carrier organic anion transporter family member 1B7 (putative),False,"r(HGNC:""SLCO1B7"")",SLCO1B7,SLCO1B7,,1563X7658
13906,Rna,MGI,10090.0,,,"r(MGI:""Camk2n1"",loc(MESHA:""Microglia""))",Camk2n1,Camk2n1,,
13907,Rna,HGNC,9606.0,cholinergic receptor muscarinic 1,False,"r(HGNC:""CHRM1"")",CHRM1,CHRM1,,1570X5702
13908,Rna,RGD,10116.0,,False,"r(RGD:""F2r"")",F2r,F2r,,
13909,Rna,MGI,10090.0,,False,"r(MGI:""Zfp65"")",Zfp65,Zfp65,,
13910,Rna,RGD,10116.0,,False,"r(RGD:""Iapp"")",Iapp,Iapp,,
13911,Rna,HGNC,9606.0,solute carrier family 8 member A1,False,"r(HGNC:""SLC8A1"")",SLC8A1,SLC8A1,,1566X7632
13912,Rna,MGI,10090.0,,False,"r(MGI:""Tnfsf10"")",Tnfsf10,Tnfsf10,,
13913,Rna,MGI,10090.0,,False,"r(MGI:""Hk1"")",Hk1,Hk1,,
13914,Rna,HGNC,9606.0,oligodendrocyte transcription factor 2,False,"r(HGNC:""OLIG2"")",OLIG2,OLIG2,,1565X6882
13915,Rna,HGNC,9606.0,zinc finger protein 671,False,"r(HGNC:""ZNF671"")",ZNF671,ZNF671,,1569X8126
13916,Rna,HGNC,9606.0,uncoupling protein 1,False,"r(HGNC:""UCP1"")",UCP1,UCP1,,1567X8003
13917,Rna,RGD,10116.0,,False,"r(RGD:""Zfp68"")",Zfp68,Zfp68,,
13918,Rna,MGI,10090.0,,False,"r(MGI:""Mir21a"")",Mir21a,Mir21a,,
13919,Rna,RGD,10116.0,,False,"r(RGD:""Traf4"")",Traf4,Traf4,,
13920,Rna,RGD,10116.0,,False,"r(RGD:""Bcl2a1"")",Bcl2a1,Bcl2a1,,
13921,Rna,MGI,10090.0,,,"r(MGI:""Bach1"",loc(MESHA:""Microglia""))",Bach1,Bach1,,
13922,Rna,HGNC,9606.0,BCL2 like 1,False,"r(HGNC:""BCL2L1"")",BCL2L1,BCL2L1,,1563X5556
13923,Rna,MGI,10090.0,,False,"r(MGI:""Lpl"")",Lpl,Lpl,,
13924,Rna,HGNC,9606.0,zinc finger protein 107,False,"r(HGNC:""ZNF107"")",ZNF107,ZNF107,,1563X8101
13925,Rna,MGI,10090.0,,False,"r(MGI:""Zfp748"")",Zfp748,Zfp748,,
13926,Rna,HGNC,9606.0,tumor protein p53,False,"r(HGNC:""TP53"")",TP53,TP53,,1566X7881
13927,Rna,RGD,10116.0,,False,"r(RGD:""Lhcgr"")",Lhcgr,Lhcgr,,
13928,Rna,MGI,10090.0,,False,"r(MGI:""Zfp768"")",Zfp768,Zfp768,,
13929,Rna,MGI,10090.0,,,"r(MGI:""Golm1"",loc(MESHA:""Microglia""))",Golm1,Golm1,,
13930,Rna,HGNC,9606.0,phospholipid transfer protein,False,"r(HGNC:""PLTP"")",PLTP,PLTP,,1565X7037
13931,Rna,HGNC,9606.0,zinc finger protein 17,False,"r(HGNC:""ZNF17"")",ZNF17,ZNF17,,1568X8096
13932,Rna,MGI,10090.0,,False,"r(MGI:""Gli2"")",Gli2,Gli2,,
13933,Rna,HGNC,9606.0,transforming growth factor beta 1,False,"r(HGNC:""TGFB1"")",TGFB1,TGFB1,,1567X7827
13934,Rna,FLYBASE,7227.0,,False,"r(FLYBASE:""skl"")",skl,skl,,
13935,Rna,HGNC,9606.0,zinc finger protein 273,False,"r(HGNC:""ZNF273"")",ZNF273,ZNF273,,1564X8107
13936,Rna,RGD,10116.0,,False,"r(RGD:""Plin1"")",Plin1,Plin1,,
13937,Rna,HGNC,9606.0,growth arrest specific 6,False,"r(HGNC:""GAS6"")",GAS6,GAS6,,1571X6037
13938,Rna,HGNC,9606.0,estrogen receptor 2,False,"r(HGNC:""ESR2"")",ESR2,ESR2,,1565X5930
13939,Rna,HGNC,9606.0,solute carrier family 2 member 2,False,"r(HGNC:""SLC2A2"")",SLC2A2,SLC2A2,,1564X7626
13940,Rna,MGI,10090.0,,False,"r(MGI:""Sik1"")",Sik1,Sik1,,
13941,Rna,HGNC,9606.0,BRICK1 subunit of SCAR/WAVE actin nucleating complex,False,"r(HGNC:""BRK1"")",BRK1,BRK1,,1574X5578
13942,Rna,RGD,10116.0,,False,"r(RGD:""Zfp13"")",Zfp13,Zfp13,,
13943,Rna,MGI,10090.0,,False,"r(MGI:""Myd88"")",Myd88,Myd88,,
13944,Rna,MGI,10090.0,,,"r(MGI:""Inpp4b"",loc(MESHA:""Microglia""))",Inpp4b,Inpp4b,,
13945,Rna,RGD,10116.0,,False,"r(RGD:""Mir10a"")",Mir10a,Mir10a,,
13946,Rna,HGNC,9606.0,hes family bHLH transcription factor 2,False,"r(HGNC:""HES2"")",HES2,HES2,,1573X6131
13947,Rna,MGI,10090.0,,False,"r(MGI:""Fbxo25"")",Fbxo25,Fbxo25,,
13948,Rna,MGI,10090.0,,False,"r(MGI:""Wnt8b"")",Wnt8b,Wnt8b,,
13949,Rna,RGD,10116.0,,False,"r(RGD:""Mmp7"")",Mmp7,Mmp7,,
13950,Rna,HGNC,9606.0,synapse differentiation inducing 1,False,"r(HGNC:""SYNDIG1"")",SYNDIG1,SYNDIG1,,1563X7787
13951,Rna,HGNC,9606.0,integrin subunit beta 3,False,"r(HGNC:""ITGB3"")",ITGB3,ITGB3,,1561X6259
13952,Rna,MGI,10090.0,,False,"r(MGI:""Pax6"")",Pax6,Pax6,,
13953,Rna,HGNC,9606.0,solute carrier family 5 member 6,False,"r(HGNC:""SLC5A6"")",SLC5A6,SLC5A6,,1575X7627
13954,Rna,MGI,10090.0,,False,"r(MGI:""S1pr4"")",S1pr4,S1pr4,,
13955,Rna,RGD,10116.0,,False,"r(RGD:""Apoc3"")",Apoc3,Apoc3,,
13956,Rna,HGNC,9606.0,autophagy related 9B,False,"r(HGNC:""ATG9B"")",ATG9B,ATG9B,,1565X5528
13957,Rna,HGNC,9606.0,zinc finger protein 718,False,"r(HGNC:""ZNF718"")",ZNF718,ZNF718,,1570X8129
13958,Rna,MGI,10090.0,,False,"r(MGI:""Cdh17"")",Cdh17,Cdh17,,
13959,Rna,HGNC,9606.0,CD82 molecule,False,"r(HGNC:""CD82"")",CD82,CD82,,1567X5658
13960,Rna,MGI,10090.0,,False,"r(MGI:""Zfp28"")",Zfp28,Zfp28,,
13961,Rna,HGNC,9606.0,thymidine phosphorylase,False,"r(HGNC:""TYMP"")",TYMP,TYMP,,1561X7988
13962,Rna,MGI,10090.0,,False,"r(MGI:""Zfp286"")",Zfp286,Zfp286,,
13963,Rna,RGD,10116.0,,False,"r(RGD:""Il22"")",Il22,Il22,,
13964,Rna,FLYBASE,7227.0,,False,"r(FLYBASE:""CG5059"")",CG5059,CG5059,,
13965,Rna,MGI,10090.0,,False,"r(MGI:""Zfp113"")",Zfp113,Zfp113,,
13966,Rna,MGI,10090.0,,False,"r(MGI:""Fgf2"")",Fgf2,Fgf2,,
13967,Rna,RGD,10116.0,,False,"r(RGD:""RT1-DMa"")",RT1-DMa,RT1-DMa,,
13968,Rna,RGD,10116.0,,False,"r(RGD:""Ccnd3"")",Ccnd3,Ccnd3,,
13969,Rna,MGI,10090.0,,False,"r(MGI:""Atp1a3"")",Atp1a3,Atp1a3,,
13970,Rna,RGD,10116.0,,False,"r(RGD:""Ccn2"")",Ccn2,Ccn2,,
13971,Rna,MGI,10090.0,,False,"r(MGI:""Zfp661"")",Zfp661,Zfp661,,
13972,Rna,MGI,10090.0,,,"r(MGI:""Nos2"",loc(MESHA:""Microglia""))",Nos2,Nos2,,
13973,Rna,HGNC,9606.0,bone morphogenetic protein 2,False,"r(HGNC:""BMP2"")",BMP2,BMP2,,1561X5567
13974,Rna,MGI,10090.0,,False,"r(MGI:""Sphk2"")",Sphk2,Sphk2,,
13975,Rna,HGNC,9606.0,zinc finger protein 764,False,"r(HGNC:""ZNF764"")",ZNF764,ZNF764,,1562X8133
13976,Rna,HGNC,9606.0,Janus kinase 1,False,"r(HGNC:""JAK1"")",JAK1,JAK1,,1563X6263
13977,Rna,MGI,10090.0,,False,"r(MGI:""Ptch1"")",Ptch1,Ptch1,,
13978,Rna,HGNC,9606.0,secreted phosphoprotein 1,False,"r(HGNC:""SPP1"")",SPP1,SPP1,,1567X7744
13979,Rna,HGNC,9606.0,kallikrein related peptidase 3,False,"r(HGNC:""KLK3"")",KLK3,KLK3,,1568X6297
13980,Rna,RGD,10116.0,,False,"r(RGD:""Wnt2"")",Wnt2,Wnt2,,
13981,Rna,RGD,10116.0,,False,"r(RGD:""Mmp1"")",Mmp1,Mmp1,,
13982,Rna,RGD,10116.0,,False,"r(RGD:""Tek"")",Tek,Tek,,
13983,Rna,MGI,10090.0,,False,"r(MGI:""Dyrk1a"")",Dyrk1a,Dyrk1a,,
13984,Rna,HGNC,9606.0,ATP binding cassette subfamily C member 13 (pseudogene),False,"r(HGNC:""ABCC13"")",ABCC13,ABCC13,,1567X5418
13985,Rna,HGNC,9606.0,glutathione S-transferase mu 5,False,"r(HGNC:""GSTM5"")",GSTM5,GSTM5,,1569X6094
13986,Rna,HGNC,9606.0,zinc finger protein 354C,False,"r(HGNC:""ZNF354C"")",ZNF354C,ZNF354C,,1562X8111
13987,Rna,HGNC,9606.0,BCL6 transcription repressor,False,"r(HGNC:""BCL6"")",BCL6,BCL6,,1575X5555
13988,Rna,RGD,10116.0,,False,"r(RGD:""S1pr1"")",S1pr1,S1pr1,,
13989,Rna,MGI,10090.0,,False,"r(MGI:""Cldn20"")",Cldn20,Cldn20,,
13990,Rna,MGI,10090.0,,False,"r(MGI:""Pcna"")",Pcna,Pcna,,
13991,Rna,MGI,10090.0,,,"r(MGI:""Pmepa1"",loc(MESHA:""Microglia""))",Pmepa1,Pmepa1,,
13992,Rna,RGD,10116.0,,False,"r(RGD:""Wnt6"")",Wnt6,Wnt6,,
13993,Rna,HGNC,9606.0,hes family bHLH transcription factor 5,False,"r(HGNC:""HES5"")",HES5,HES5,,1576X6130
13994,Rna,RGD,10116.0,,False,"r(RGD:""Ccng2"")",Ccng2,Ccng2,,
13995,Rna,HGNC,9606.0,CD46 molecule,False,"r(HGNC:""CD46"")",CD46,CD46,,1562X5657
13996,Rna,RGD,10116.0,,False,"r(RGD:""Sphk2"")",Sphk2,Sphk2,,
13997,Rna,HGNC,9606.0,damage specific DNA binding protein 2,False,"r(HGNC:""DDB2"")",DDB2,DDB2,,1570X5804
13998,Rna,MGI,10090.0,,False,"r(MGI:""Zfp810"")",Zfp810,Zfp810,,
13999,Rna,HGNC,9606.0,complement component 4 binding protein alpha,False,"r(HGNC:""C4BPA"")",C4BPA,C4BPA,,1576X5594
14000,Rna,RGD,10116.0,,False,"r(RGD:""Txnrd3"")",Txnrd3,Txnrd3,,
14001,Rna,HGNC,9606.0,programmed cell death 4,False,"r(HGNC:""PDCD4"")",PDCD4,PDCD4,,1569X6976
14002,Rna,HGNC,9606.0,zinc finger protein 689,False,"r(HGNC:""ZNF689"")",ZNF689,ZNF689,,1571X8127
14003,Rna,MGI,10090.0,,False,"r(MGI:""Cyp19a1"")",Cyp19a1,Cyp19a1,,
14004,Rna,MGI,10090.0,,False,"r(MGI:""Ctsd"")",Ctsd,Ctsd,,
14005,Rna,RGD,10116.0,,False,"r(RGD:""Wnt10a"")",Wnt10a,Wnt10a,,
14006,Rna,HGNC,9606.0,zinc finger protein 132,False,"r(HGNC:""ZNF132"")",ZNF132,ZNF132,,1573X8100
14007,Rna,HGNC,9606.0,catenin alpha like 1,False,"r(HGNC:""CTNNAL1"")",CTNNAL1,CTNNAL1,,1567X5774
14008,Rna,MGI,10090.0,,False,"r(MGI:""Amh"")",Amh,Amh,,
14009,Rna,HGNC,9606.0,actin beta,False,"r(HGNC:""ACTB"")",ACTB,ACTB,,1575X5428
14010,Rna,HGNC,9606.0,zinc finger protein 516,False,"r(HGNC:""ZNF516"")",ZNF516,ZNF516,,1576X8115
14011,Rna,RGD,10116.0,,False,"r(RGD:""Nppa"")",Nppa,Nppa,,
14012,Rna,HGNC,9606.0,nuclear receptor subfamily 1 group H member 3,False,"r(HGNC:""NR1H3"")",NR1H3,NR1H3,,1567X6855
14013,Rna,HGNC,9606.0,zinc finger protein 25,False,"r(HGNC:""ZNF25"")",ZNF25,ZNF25,,1561X8097
14014,Rna,MGI,10090.0,,False,"r(MGI:""Id2"")",Id2,Id2,,
14015,Rna,HGNC,9606.0,sphingosine kinase 1,False,"r(HGNC:""SPHK1"")",SPHK1,SPHK1,,1573X7738
14016,Rna,RGD,10116.0,,False,"r(RGD:""Cryab"")",Cryab,Cryab,,
14017,Rna,RGD,10116.0,,False,"r(RGD:""Txnrd2"")",Txnrd2,Txnrd2,,
14018,Rna,FLYBASE,7227.0,,False,"r(FLYBASE:""Dark"")",Dark,Dark,,
14019,Rna,HGNC,9606.0,E2F transcription factor 4,False,"r(HGNC:""E2F4"")",E2F4,E2F4,,1564X5871
14020,Rna,RGD,10116.0,,False,"r(RGD:""Zfp868"")",Zfp868,Zfp868,,
14021,Rna,HGNC,9606.0,TNF receptor associated factor 1,False,"r(HGNC:""TRAF1"")",TRAF1,TRAF1,,1562X7893
14022,Rna,MGI,10090.0,,False,"r(MGI:""Sod2"")",Sod2,Sod2,,
14023,Rna,MGI,10090.0,,False,"r(MGI:""Gsta1"")",Gsta1,Gsta1,,
14024,Rna,HGNC,9606.0,C-X-C motif chemokine receptor 2,False,"r(HGNC:""CXCR2"")",CXCR2,CXCR2,,1575X5779
14025,Rna,HGNC,9606.0,zinc finger protein 816,False,"r(HGNC:""ZNF816"")",ZNF816,ZNF816,,1574X8134
14026,Rna,RGD,10116.0,,False,"r(RGD:""Zfp28"")",Zfp28,Zfp28,,
14027,Rna,HGNC,9606.0,sphingosine-1-phosphate receptor 1,False,"r(HGNC:""S1PR1"")",S1PR1,S1PR1,,1571X7561
14028,Rna,HGNC,9606.0,3-phosphoinositide dependent protein kinase 1,False,"r(HGNC:""PDPK1"")",PDPK1,PDPK1,,1575X6983
14029,Rna,RGD,10116.0,,False,"r(RGD:""Tp53"")",Tp53,Tp53,,
14030,Rna,HGNC,9606.0,hes related family bHLH transcription factor with YRPW motif 1,False,"r(HGNC:""HEY1"")",HEY1,HEY1,,1572X6132
14031,Rna,HGNC,9606.0,regulatory associated protein of MTOR complex 1,False,"r(HGNC:""RPTOR"")",RPTOR,RPTOR,,1564X7551
14032,Rna,HGNC,9606.0,zinc finger protein 136,False,"r(HGNC:""ZNF136"")",ZNF136,ZNF136,,1563X8102
14033,Rna,RGD,10116.0,,False,"r(RGD:""Rela"")",Rela,Rela,,
14034,Rna,MGI,10090.0,,False,"r(MGI:""Cldn34d"")",Cldn34d,Cldn34d,,
14035,Rna,HGNC,9606.0,phosphatase and tensin homolog,False,"r(HGNC:""PTEN"")",PTEN,PTEN,,1565X7112
14036,Rna,MGI,10090.0,,False,"r(MGI:""Atp1a2"")",Atp1a2,Atp1a2,,
14037,Rna,MGI,10090.0,,False,"r(MGI:""Cldn14"")",Cldn14,Cldn14,,
14038,Rna,RGD,10116.0,,False,"r(RGD:""Tnfrsf10b"")",Tnfrsf10b,Tnfrsf10b,,
14039,Rna,HGNC,9606.0,C-X-C motif chemokine ligand 2,False,"r(HGNC:""CXCL2"")",CXCL2,CXCL2,,1561X5780
14040,Rna,MGI,10090.0,,False,"r(MGI:""Ifna9"")",Ifna9,Ifna9,,
14041,Rna,HGNC,9606.0,eukaryotic translation initiation factor 4E,False,"r(HGNC:""EIF4E"")",EIF4E,EIF4E,,1568X5895
14042,Rna,MGI,10090.0,,False,"r(MGI:""Cebpb"")",Cebpb,Cebpb,,
14043,Rna,MGI,10090.0,,False,"r(MGI:""Vcam1"")",Vcam1,Vcam1,,
