:ID,:LABEL,namespace:string,species:float,involved_other:string,default:string,bel:string,name:string,involved_genes:string
18733,Activity,,10090.0,,cat,"act(p(MGI:""Ldhd""),ma(cat))",,Ldhd
18734,Activity,,10090.0,,cat,"act(p(MGI:""Pgd""),ma(cat))",,Pgd
18735,Activity,GO,9606.0,antioxidant activity,,"act(p(HGNC:""PRX""),ma(GO:""antioxidant activity""))",antioxidant activity,PRX
18736,Activity,,10090.0,,cat,"act(p(MGI:""A4galt""),ma(cat))",,A4galt
18737,Activity,,9606.0,,,"act(p(HGNC:""MAP2K1""))",,MAP2K1
18738,Activity,,10090.0,,cat,"act(p(MGI:""Pmvk""),ma(cat))",,Pmvk
18739,Activity,,9606.0,,cat,"act(p(HGNC:""BHMT2""),ma(cat))",,BHMT2
18740,Activity,,10090.0,,,"act(p(MGI:""Msn""))",,Msn
18741,Activity,,9606.0,,cat,"act(p(HGNC:""ADPRM""),ma(cat))",,ADPRM
18742,Activity,,9606.0,,kin,"act(p(HGNC:""GAB2""),ma(kin))",,GAB2
18743,Activity,,10116.0,,,"act(complex(p(RGD:""Itgav""),p(RGD:""Itgb6"")))",,Itgb6;Itgav
18744,Activity,,,Peripheral Nervous System,,"act(a(MESH:""Peripheral Nervous System""))",,
18745,Activity,,10090.0,,,"act(p(MGI:""P2rx1""))",,P2rx1
18746,Activity,,9606.0,,cat,"act(p(HGNC:""ADA""),ma(cat))",,ADA
18747,Activity,,10116.0,,cat,"act(p(RGD:""Gpcpd1""),ma(cat))",,Gpcpd1
18748,Activity,,9606.0,,,"act(complex(p(HGNC:""CASP10""),p(HGNC:""CASP8"")))",,CASP8;CASP10
18749,Activity,,9606.0,,kin,"act(p(HGNC:""TAOK1""),ma(kin))",,TAOK1
18750,Activity,,10090.0,,,"act(p(MGI:""Myd88""))",,Myd88
18751,Activity,,9606.0,,,"act(p(HGNC:""PPA1""))",,PPA1
18752,Activity,,10116.0,,,"act(p(RGD:""Rptor""))",,Rptor
18753,Activity,,7227.0,,cat,"act(p(FLYBASE:""alpha-Man-IIa""),ma(cat))",,alpha-Man-IIa
18754,Activity,,10090.0,,,"act(p(MGI:""Farp2""))",,Farp2
18755,Activity,,7227.0,,cat,"act(p(FLYBASE:""ras""),ma(cat))",,ras
18756,Activity,,10090.0,,,"act(p(MGI:""Sdc1""))",,Sdc1
18757,Activity,,7227.0,,,"act(p(FLYBASE:""baz""))",,baz
18758,Activity,,9606.0,,kin,"act(p(HGNC:""RPS6KA3""),ma(kin))",,RPS6KA3
18759,Activity,,10116.0,,,"act(complex(p(RGD:""Skp2""),composite(p(RGD:""Cul1""),p(RGD:""Rbx1""),p(RGD:""Skp1""))))",,Cul1;Skp2;Skp1;Rbx1
18760,Activity,,9606.0,,,"act(p(HGNC:""CHRNA7"",loc(MESH:""Macrophages"")))",,CHRNA7
18761,Activity,,10116.0,,,"act(p(RGD:""Rel""))",,Rel
18762,Activity,,7227.0,,,"act(p(FLYBASE:""CG11486""))",,CG11486
18763,Activity,,10116.0,,,"act(p(RGD:""Igf2""))",,Igf2
18764,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG42271""),ma(cat))",,CG42271
18765,Activity,,9606.0,,,"act(p(HGNC:""SLC6A12""))",,SLC6A12
18766,Activity,,7227.0,,cat,"act(p(FLYBASE:""PCB""),ma(cat))",,PCB
18767,Activity,,10116.0,,,"act(complex(p(RGD:""Tank""),p(RGD:""Tbk1"")))",,Tbk1;Tank
18768,Activity,,7227.0,,,"act(p(FLYBASE:""pirk""))",,pirk
18769,Activity,,10116.0,,,"act(complex(p(RGD:""Mitf""),p(RGD:""Tfe3""),p(RGD:""Tfeb"")))",,Tfe3;Tfeb;Mitf
18770,Activity,,10116.0,,,"act(p(RGD:""Bmpr2""))",,Bmpr2
18771,Activity,,9606.0,,tscript,"act(p(HGNC:""NEUROD1""),ma(tscript))",,NEUROD1
18772,Activity,,9606.0,,,"act(complex(p(HGNC:""ARRB2""),composite(p(HGNC:""PPP2CA""),p(HGNC:""PPP2CB""),p(HGNC:""PPP2R1A""),p(HGNC:""PPP2R1B""),p(HGNC:""PPP2R2A""),p(HGNC:""PPP2R2B""),p(HGNC:""PPP2R2C""),p(HGNC:""PPP2R2D""),p(HGNC:""PPP2R3A""),p(HGNC:""PPP2R3B""),p(HGNC:""PPP2R3C""),p(HGNC:""PPP2R5A""),p(HGNC:""PPP2R5B""),p(HGNC:""PPP2R5C""),p(HGNC:""PPP2R5D""),p(HGNC:""PPP2R5E""))))",,PPP2R5B;PPP2R5A;PPP2R2A;PPP2R3B;PPP2R5D;PPP2R3A;PPP2R5C;ARRB2;PPP2CA;PPP2CB;PPP2R1B;PPP2R2C;PPP2R1A;PPP2R2B;PPP2R3C;PPP2R5E;PPP2R2D
18773,Activity,,10116.0,,cat,"act(p(RGD:""Acmsd""),ma(cat))",,Acmsd
18774,Activity,,9606.0,,,"act(complex(p(HGNC:""EIF4B""),p(HGNC:""RPS6"")))",,RPS6;EIF4B
18775,Activity,,10090.0,,cat,"act(p(MGI:""Lrat""),ma(cat))",,Lrat
18776,Activity,,9606.0,,,"act(p(HGNC:""FOXA2""))",,FOXA2
18777,Activity,,9606.0,,kin,"act(p(HGNC:""PRKCZ""),ma(kin))",,PRKCZ
18778,Activity,,10090.0,,cat,"act(p(MGI:""Cyp11b1""),ma(cat))",,Cyp11b1
18779,Activity,,,,,"act(p(FPLX:""mTORC1""))",,mTORC1
18780,Activity,,10090.0,,,"act(p(MGI:""Ptpn11""))",,Ptpn11
18781,Activity,,9606.0,,,"act(p(HGNC:""EIF4EBP1""))",,EIF4EBP1
18782,Activity,,10090.0,,,"act(p(MGI:""Tyrobp""))",,Tyrobp
18783,Activity,,7227.0,,,"act(p(FLYBASE:""sphe""))",,sphe
18784,Activity,,10116.0,,,"act(p(RGD:""Cpb2""))",,Cpb2
18785,Activity,,10116.0,,,"act(p(RGD:""Fzd3""))",,Fzd3
18786,Activity,,9606.0,,,"act(p(HGNC:""FPR2""))",,FPR2
18787,Activity,,10116.0,,,"act(p(RGD:""Nlrp3""))",,Nlrp3
18788,Activity,,9606.0,,cat,"act(p(HGNC:""CYP27A1""),ma(cat))",,CYP27A1
18789,Activity,,10090.0,,,"act(p(MGI:""Hrh2""))",,Hrh2
18790,Activity,,9606.0,,,"act(complex(p(HGNC:""GP1BA""),p(HGNC:""GP1BB""),p(HGNC:""GP5""),p(HGNC:""GP9"")))",,GP9;GP1BB;GP1BA;GP5
18791,Activity,,10090.0,,,"act(p(MGI:""Eif4ebp2""))",,Eif4ebp2
18792,Activity,,7227.0,,,"act(p(FLYBASE:""hid""))",,hid
18793,Activity,,,,,"act(p(MESH:""Sodium Channels""))",,Sodium Channels
18794,Activity,,10116.0,,,"act(p(RGD:""Socs1""))",,Socs1
18795,Activity,,9606.0,,kin,"act(p(HGNC:""NAE1""),ma(kin))",,NAE1
18796,Activity,,10116.0,,,"act(p(RGD:""Casp1""))",,Casp1
18797,Activity,,9606.0,,,"act(p(HGNC:""PPP1R1B""))",,PPP1R1B
18798,Activity,,10116.0,,cat,"act(p(RGD:""Afmid""),ma(cat))",,Afmid
18799,Activity,,9606.0,,cat,"act(p(HGNC:""G6PD""),ma(cat))",,G6PD
18800,Activity,,10116.0,,cat,"act(p(RGD:""Sult2a1""),ma(cat))",,Sult2a1
18801,Activity,,7227.0,,,"act(complex(p(FLYBASE:""Fancl""),p(FLYBASE:""Fancm"")))",,Fancl;Fancm
18802,Activity,,9606.0,,,"act(p(HGNC:""GSK3B""))",,GSK3B
18803,Activity,,,Neurites,,"act(a(CONSO:""Neurites""))",,
18804,Activity,,10116.0,,cat,"act(p(RGD:""Gbgt1""),ma(cat))",,Gbgt1
18805,Activity,,9606.0,,cat,"act(p(HGNC:""ASPDH""),ma(cat))",,ASPDH
18806,Activity,,10090.0,,cat,"act(p(MGI:""Alg11""),ma(cat))",,Alg11
18807,Activity,,9606.0,,,"act(complex(composite(p(HGNC:""CREB1""),p(HGNC:""CREB3""),p(HGNC:""CREB3L1""),p(HGNC:""CREB3L2""),p(HGNC:""CREB3L3""),p(HGNC:""CREB3L4"")),composite(p(HGNC:""CREBBP""),p(HGNC:""EP300""))))",,CREB3;CREBBP;CREB1;CREB3L3;CREB3L4;CREB3L1;CREB3L2;EP300
18808,Activity,,10116.0,,,"act(p(RGD:""Atp6ap2""))",,Atp6ap2
18809,Activity,,10116.0,,,"act(p(RGD:""Spry2""))",,Spry2
18810,Activity,,9606.0,,cat,"act(p(HGNC:""ACER3""),ma(cat))",,ACER3
18811,Activity,,10090.0,,cat,"act(p(MGI:""Pgm3""),ma(cat))",,Pgm3
18812,Activity,,9606.0,,,"act(p(HGNC:""SDC4""))",,SDC4
18813,Activity,,10116.0,,cat,"act(p(RGD:""Dtymk""),ma(cat))",,Dtymk
18814,Activity,GOBP,10090.0,signaling,,"act(p(MGI:""Tlr3""),ma(GOBP:""signaling""))",signaling,Tlr3
18815,Activity,,10090.0,,cat,"act(p(MGI:""Cyp19a1""),ma(cat))",,Cyp19a1
18816,Activity,,,Peroxisomes,,"act(a(MESH:""Peroxisomes""))",,
18817,Activity,,10116.0,,,"act(p(RGD:""Map2k5""))",,Map2k5
18818,Activity,,9606.0,,cat,"act(p(HGNC:""UGT8""),ma(cat))",,UGT8
18819,Activity,,10090.0,,cat,"act(p(MGI:""Gnpnat1""),ma(cat))",,Gnpnat1
18820,Activity,,9606.0,,,"act(p(HGNC:""GAB1""))",,GAB1
18821,Activity,,10116.0,,,"act(p(RGD:""Fbxo5""))",,Fbxo5
18822,Activity,,7227.0,,cat,"act(p(FLYBASE:""FIG4""),ma(cat))",,FIG4
18823,Activity,,9606.0,,,"act(p(HGNC:""TRAF3""))",,TRAF3
18824,Activity,,10090.0,,,"act(p(MGI:""Grm3""))",,Grm3
18825,Activity,,,TOR complex,,"act(complex(GO:""TOR complex""))",,
18826,Activity,,10090.0,,,"act(p(MGI:""Cd74""))",,Cd74
18827,Activity,,9606.0,,cat,"act(p(HGNC:""DCXR""),ma(cat))",,DCXR
18828,Activity,,10090.0,,cat,"act(p(MGI:""Aspa""),ma(cat))",,Aspa
18829,Activity,,7227.0,,cat,"act(p(FLYBASE:""Alg2""),ma(cat))",,Alg2
18830,Activity,,10090.0,,,"act(complex(p(MGI:""Rassf5""),composite(p(MGI:""Rap1a""),p(MGI:""Rap1b""))))",,Rap1a;Rap1b;Rassf5
18831,Activity,,10116.0,,,"act(p(RGD:""Slc45a3""))",,Slc45a3
18832,Activity,,9606.0,,,"act(p(HGNC:""NOTCH1""))",,NOTCH1
18833,Activity,,10090.0,,,"act(p(MGI:""Ube3a""))",,Ube3a
18834,Activity,,9606.0,,cat,"act(p(HGNC:""DCTD""),ma(cat))",,DCTD
18835,Activity,,9606.0,,cat,"act(p(HGNC:""SRM""),ma(cat))",,SRM
18836,Activity,,10116.0,,,"act(p(RGD:""Cdc25c""))",,Cdc25c
18837,Activity,,9606.0,,cat,"act(p(HGNC:""L3HYPDH""),ma(cat))",,L3HYPDH
18838,Activity,,9606.0,,,"act(complex(p(HGNC:""IL2""),p(HGNC:""IL2RB"")))",,IL2RB;IL2
18839,Activity,,10090.0,,,"act(p(MGI:""Prkcb""))",,Prkcb
18840,Activity,GO,,ATPase activity,,"act(p(FPLX:""HSP90""),ma(GO:""ATPase activity""))",ATPase activity,HSP90
18841,Activity,,10116.0,,,"act(p(RGD:""Tgfbr2""))",,Tgfbr2
18842,Activity,,9606.0,,cat,"act(p(HGNC:""NNT""),ma(cat))",,NNT
18843,Activity,,10090.0,,cat,"act(p(MGI:""Alg10b""),ma(cat))",,Alg10b
18844,Activity,,7227.0,,,"act(p(FLYBASE:""Def""))",,Def
18845,Activity,,10116.0,,,"act(p(RGD:""F7""))",,F7
18846,Activity,,9606.0,,,"act(complex(p(HGNC:""CDK4""),composite(p(HGNC:""CCND1""),p(HGNC:""CCND2""),p(HGNC:""CCND3""))))",,CCND3;CCND2;CCND1;CDK4
18847,Activity,,9606.0,,,"act(complex(p(HGNC:""DDX58""),p(HGNC:""MAVS""),p(HGNC:""TRAF6"")))",,MAVS;DDX58;TRAF6
18848,Activity,,,Vacuolar Proton-Translocating ATPases,,"act(a(MESH:""Vacuolar Proton-Translocating ATPases""))",,
18849,Activity,,10116.0,,,"act(p(RGD:""Crtc2""))",,Crtc2
18850,Activity,,9606.0,,cat,"act(p(HGNC:""HYI""),ma(cat))",,HYI
18851,Activity,,10116.0,,,"act(complex(p(RGD:""Cul1""),composite(p(RGD:""Btrc""),p(RGD:""Fbxw11""))))",,Cul1;Fbxw11;Btrc
18852,Activity,,9606.0,,,"act(complex(p(HGNC:""STAT1""),p(HGNC:""STAT3"")))",,STAT1;STAT3
18853,Activity,,10090.0,,cat,"act(p(MGI:""Entpd2""),ma(cat))",,Entpd2
18854,Activity,,10116.0,,,"act(p(RGD:""Ptk2b""))",,Ptk2b
18855,Activity,,9606.0,,,"act(p(HGNC:""NRAS""))",,NRAS
18856,Activity,,10116.0,,cat,"act(p(RGD:""Prune1""),ma(cat))",,Prune1
18857,Activity,,7227.0,,cat,"act(p(FLYBASE:""ste14""),ma(cat))",,ste14
18858,Activity,,10116.0,,,"act(complex(p(RGD:""Pkd1l3""),p(RGD:""Pkd2l1"")))",,Pkd1l3;Pkd2l1
18859,Activity,,9606.0,,cat,"act(p(HGNC:""MCAT""),ma(cat))",,MCAT
18860,Activity,,10090.0,,cat,"act(p(MGI:""Hgsnat""),ma(cat))",,Hgsnat
18861,Activity,,9606.0,,cat,"act(p(HGNC:""FLAD1""),ma(cat))",,FLAD1
18862,Activity,,10090.0,,,"act(p(MGI:""Bad""))",,Bad
18863,Activity,,9606.0,,,"act(p(HGNC:""SEPT5""))",,SEPT5
18864,Activity,,10090.0,,,"act(p(MGI:""Setd7""))",,Setd7
18865,Activity,,9606.0,,,"act(p(HGNC:""PRKG1""))",,PRKG1
18866,Activity,,10090.0,,cat,"act(p(MGI:""Alg6""),ma(cat))",,Alg6
18867,Activity,,7227.0,,cat,"act(p(FLYBASE:""xit""),ma(cat))",,xit
18868,Activity,,10090.0,,,"act(complex(p(MGI:""Dock2""),p(MGI:""Elmo1"")))",,Elmo1;Dock2
18869,Activity,,10116.0,,,"act(p(RGD:""E2f3""))",,E2f3
18870,Activity,,9606.0,,,"act(p(HGNC:""HES4""))",,HES4
18871,Activity,,10090.0,,,"act(p(MGI:""Irf1""))",,Irf1
18872,Activity,,,amyloid beta-protein (25-35),,"act(a(MESH:""amyloid beta-protein (25-35)""))",,
18873,Activity,,10090.0,,,"act(complex(p(MGI:""Erbb2""),p(MGI:""Erbb4"")))",,Erbb2;Erbb4
18874,Activity,,9606.0,,,"act(complex(p(HGNC:""ACVR2A""),p(HGNC:""BMPR1A"")))",,ACVR2A;BMPR1A
18875,Activity,,10116.0,,,"act(complex(p(RGD:""Mcm2""),p(RGD:""Mcm3""),p(RGD:""Mcm4""),p(RGD:""Mcm5""),p(RGD:""Mcm6""),p(RGD:""Mcm7"")))",,Mcm7;Mcm3;Mcm4;Mcm5;Mcm6;Mcm2
18876,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG6707""),ma(cat))",,CG6707
18877,Activity,,10090.0,,,"act(p(MGI:""Ppme1""))",,Ppme1
18878,Activity,,10090.0,,,"act(p(MGI:""Insr""))",,Insr
18879,Activity,,,,,"act(p(HGNCGENEFAMILY:""Calpains""))",,Calpains
18880,Activity,,10116.0,,cat,"act(p(RGD:""Agxt""),ma(cat))",,Agxt
18881,Activity,,,arachidonic acid,,"act(a(CHEBI:""arachidonic acid""))",,
18882,Activity,,10116.0,,,"act(p(RGD:""Bex3""))",,Bex3
18883,Activity,,9606.0,,cat,"act(p(HGNC:""LIAS""),ma(cat))",,LIAS
18884,Activity,,10090.0,,,"act(p(MGI:""Igf2""))",,Igf2
18885,Activity,,9606.0,,cat,"act(p(HGNC:""CYP2A13""),ma(cat))",,CYP2A13
18886,Activity,,9606.0,,,"act(p(HGNC:""IGF1""))",,IGF1
18887,Activity,,10090.0,,,"act(p(MGI:""Map3k1""))",,Map3k1
18888,Activity,,9606.0,,,"act(p(HGNC:""RRAGA""))",,RRAGA
18889,Activity,,10090.0,,cat,"act(p(MGI:""Mpi""),ma(cat))",,Mpi
18890,Activity,,9606.0,,,"act(complex(p(HGNC:""IL13RA1""),p(HGNC:""IL4R"")))",,IL4R;IL13RA1
18891,Activity,,10116.0,,,"act(complex(p(RGD:""Rad21""),p(RGD:""Smc3""),composite(p(RGD:""Smc1a""),p(RGD:""Smc1b"")),composite(p(RGD:""Stag1""),p(RGD:""Stag2""))))",,Rad21;Stag2;Smc1a;Stag1;Smc3;Smc1b
18892,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG3253""),ma(cat))",,CG3253
18893,Activity,,10090.0,,,"act(p(MGI:""Trpm5""))",,Trpm5
18894,Activity,GO,,serotonin receptor activity;ketanserin,,"act(a(CHEBI:""ketanserin""),ma(GO:""serotonin receptor activity""))",serotonin receptor activity,
18895,Activity,,10090.0,,,"act(p(MGI:""Rgl1""))",,Rgl1
18896,Activity,,9606.0,,,"act(p(HGNC:""TAB1""))",,TAB1
18897,Activity,,10116.0,,cat,"act(p(RGD:""Alg12""),ma(cat))",,Alg12
18898,Activity,,9606.0,,,"act(p(HGNC:""S1PR2""))",,S1PR2
18899,Activity,,10090.0,,,"act(p(MGI:""Eif2ak4""))",,Eif2ak4
18900,Activity,,7227.0,,,"act(p(FLYBASE:""grim""))",,grim
18901,Activity,GOBP,10090.0,signaling,,"act(p(MGI:""Tlr9""),ma(GOBP:""signaling""))",signaling,Tlr9
18902,Activity,,10090.0,,cat,"act(p(MGI:""Cyp7a1""),ma(cat))",,Cyp7a1
18903,Activity,,9606.0,,tscript,"act(p(HGNC:""HSF1""),ma(tscript))",,HSF1
18904,Activity,,10116.0,,cat,"act(p(RGD:""Gars""),ma(cat))",,Gars
18905,Activity,,9606.0,,cat,"act(p(HGNC:""NTPCR""),ma(cat))",,NTPCR
18906,Activity,,10090.0,,cat,"act(p(MGI:""Mgat3""),ma(cat))",,Mgat3
18907,Activity,,9606.0,,,"act(p(HGNC:""CEBPA""))",,CEBPA
18908,Activity,,10090.0,,,"act(p(MGI:""Csf2""))",,Csf2
18909,Activity,,10116.0,,,"act(p(RGD:""Egfr""))",,Egfr
18910,Activity,,9606.0,,kin,"act(p(HGNC:""JAK3""),ma(kin))",,JAK3
18911,Activity,,9606.0,,,"act(complex(p(HGNC:""ARNTL""),p(HGNC:""CLOCK"")))",,CLOCK;ARNTL
18912,Activity,,10116.0,,cat,"act(p(RGD:""Kmo""),ma(cat))",,Kmo
18913,Activity,,9606.0,,,"act(p(HGNC:""RDX""))",,RDX
18914,Activity,,10090.0,,cat,"act(p(MGI:""Dhrs4""),ma(cat))",,Dhrs4
18915,Activity,GOBP,9606.0,signaling,,"act(p(HGNC:""NOD2""),ma(GOBP:""signaling""))",signaling,NOD2
18916,Activity,,10090.0,,cat,"act(p(MGI:""Akr1c18""),ma(cat))",,Akr1c18
18917,Activity,,,,,"act(p(FPLX:""NADPH_oxidase""))",,NADPH_oxidase
18918,Activity,,10116.0,,,"act(p(RGD:""Map4k4""))",,Map4k4
18919,Activity,,9606.0,,,"act(p(HGNC:""PKLR""))",,PKLR
18920,Activity,,10116.0,,,"act(p(RGD:""Smg1""))",,Smg1
18921,Activity,,7227.0,,,"act(p(FLYBASE:""Rel""))",,Rel
18922,Activity,,10116.0,,,"act(p(RGD:""Ubb""))",,Ubb
18923,Activity,,10116.0,,,"act(p(RGD:""Pdgfa""))",,Pdgfa
18924,Activity,,9606.0,,,"act(p(HGNC:""CD200R1""))",,CD200R1
18925,Activity,,10116.0,,,"act(p(RGD:""Nlrc4""))",,Nlrc4
18926,Activity,,7227.0,,,"act(p(FLYBASE:""lic""))",,lic
18927,Activity,,10090.0,,,"act(complex(composite(p(MGI:""Gria1""),p(MGI:""Gria2""),p(MGI:""Gria3""),p(MGI:""Gria4"")),composite(p(MGI:""Kif5a""),p(MGI:""Kif5b""),p(MGI:""Kif5c""))))",,Gria2;Gria1;Kif5c;Kif5a;Kif5b;Gria4;Gria3
18928,Activity,,9606.0,,,"act(p(HGNC:""IL22""))",,IL22
18929,Activity,,10116.0,,cat,"act(p(RGD:""Acadvl""),ma(cat))",,Acadvl
18930,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG8112""),ma(cat))",,CG8112
18931,Activity,,9606.0,,,"act(p(HGNC:""TNFRSF1A""))",,TNFRSF1A
18932,Activity,,10090.0,,,"act(p(MGI:""C4b""))",,C4b
18933,Activity,,,Perforant Pathway,,"act(a(MESH:""Perforant Pathway""))",,
18934,Activity,,10090.0,,cat,"act(p(MGI:""Gale""),ma(cat))",,Gale
18935,Activity,,9606.0,,,"act(p(HGNC:""SLC2A5""))",,SLC2A5
18936,Activity,,10090.0,,,"act(p(MGI:""Akt1s1""))",,Akt1s1
18937,Activity,,9606.0,,cat,"act(p(HGNC:""PCYOX1""),ma(cat))",,PCYOX1
18938,Activity,,10090.0,,,"act(p(MGI:""Foxp1""))",,Foxp1
18939,Activity,,10116.0,,,"act(p(RGD:""Bcl2l11""))",,Bcl2l11
18940,Activity,,9606.0,,,"act(p(HGNC:""BRAF""))",,BRAF
18941,Activity,,10090.0,,,"act(p(MGI:""Nfatc1""))",,Nfatc1
18942,Activity,,7227.0,,,"act(p(FLYBASE:""Shc""))",,Shc
18943,Activity,,10090.0,,,"act(p(MGI:""Aurka""))",,Aurka
18944,Activity,,9606.0,,,"act(complex(p(HGNC:""IL27RA""),p(HGNC:""TYK2""),composite(p(HGNC:""JAK1""),p(HGNC:""JAK2""))))",,TYK2;JAK2;JAK1;IL27RA
18945,Activity,,10090.0,,cat,"act(p(MGI:""Gal3st1""),ma(cat))",,Gal3st1
18946,Activity,,9606.0,,cat,"act(p(HGNC:""PIKFYVE""),ma(cat))",,PIKFYVE
18947,Activity,,9606.0,,,"act(p(HGNC:""WNT5A""))",,WNT5A
18948,Activity,,10116.0,,,"act(p(RGD:""Fan1""))",,Fan1
18949,Activity,,9606.0,,,"act(p(HGNC:""FYN""))",,FYN
18950,Activity,,10116.0,,cat,"act(p(RGD:""Dera""),ma(cat))",,Dera
18951,Activity,,9606.0,,,"act(complex(p(HGNC:""RIPK1""),p(HGNC:""TRADD""),p(HGNC:""TRAF2""),p(HGNC:""TRAF5"")))",,TRADD;TRAF5;RIPK1;TRAF2
18952,Activity,,10090.0,,,"act(p(MGI:""Smpd2""))",,Smpd2
18953,Activity,,9606.0,,,"act(p(HGNC:""TCF7""))",,TCF7
18954,Activity,,10090.0,,,"act(p(MGI:""Bmi1""))",,Bmi1
18955,Activity,,10116.0,,,"act(p(RGD:""Bcl2""))",,Bcl2
18956,Activity,GO,9606.0,protein tyrosine kinase activity,,"act(p(HGNC:""IGF1R""),ma(GO:""protein tyrosine kinase activity""))",protein tyrosine kinase activity,IGF1R
18957,Activity,,10116.0,,,"act(p(RGD:""Skp2""))",,Skp2
18958,Activity,,9606.0,,,"act(p(HGNC:""PFKFB1""))",,PFKFB1
18959,Activity,,10116.0,,,"act(p(RGD:""Krit1""))",,Krit1
18960,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG9008""),ma(cat))",,CG9008
18961,Activity,,10090.0,,,"act(p(MGI:""C2""))",,C2
18962,Activity,,9606.0,,,"act(p(HGNC:""PLAUR""))",,PLAUR
18963,Activity,,,,kin,"act(p(SFAM:""GSK3 Family""),ma(kin))",,GSK3 Family
18964,Activity,,10090.0,,,"act(complex(p(MGI:""Cdk2""),composite(p(MGI:""Ccne1""),p(MGI:""Ccne2""))))",,Ccne1;Ccne2;Cdk2
18965,Activity,,,4-(trimethylammonium)benzenediazonium,,"act(a(CHEBI:""4-(trimethylammonium)benzenediazonium""))",,
18966,Activity,,10116.0,,cat,"act(p(RGD:""Nanp""),ma(cat))",,Nanp
18967,Activity,,9606.0,,,"act(p(HGNC:""AURKA""))",,AURKA
18968,Activity,,10116.0,,,"act(p(RGD:""Ntng2""))",,Ntng2
18969,Activity,,7227.0,,cat,"act(p(FLYBASE:""Uros1""),ma(cat))",,Uros1
18970,Activity,,10116.0,,,"act(p(RGD:""Avpr2""))",,Avpr2
18971,Activity,,10090.0,,cat,"act(p(MGI:""Mlycd""),ma(cat))",,Mlycd
18972,Activity,,10090.0,,,"act(p(MGI:""Map2k7""))",,Map2k7
18973,Activity,,10116.0,,,"act(p(RGD:""Rasgrp3""))",,Rasgrp3
18974,Activity,,7227.0,,cat,"act(p(FLYBASE:""Plod""),ma(cat))",,Plod
18975,Activity,,10090.0,,,"act(p(MGI:""Bmpr1b""))",,Bmpr1b
18976,Activity,,9606.0,,,"act(complex(p(HGNC:""CDC7""),p(HGNC:""DBF4"")))",,DBF4;CDC7
18977,Activity,,9606.0,,,"act(p(HGNC:""CRH""))",,CRH
18978,Activity,,10116.0,,cat,"act(p(RGD:""Anpep""),ma(cat))",,Anpep
18979,Activity,,,Calcium Channels,,"act(a(MESH:""Calcium Channels""))",,
18980,Activity,,10090.0,,cat,"act(p(MGI:""Ass1""),ma(cat))",,Ass1
18981,Activity,,9606.0,,cat,"act(p(HGNC:""ALG11""),ma(cat))",,ALG11
18982,Activity,,10090.0,,cat,"act(p(MGI:""Dhcr24""),ma(cat))",,Dhcr24
18983,Activity,,9606.0,,,"act(p(HGNC:""RXFP1""))",,RXFP1
18984,Activity,,10116.0,,,"act(p(RGD:""Iqgap1""))",,Iqgap1
18985,Activity,,10090.0,,cat,"act(p(MGI:""Gck""),ma(cat))",,Gck
18986,Activity,GO,,amyloid-beta polypeptide 42;antioxidant activity,,"act(a(CHEBI:""amyloid-beta polypeptide 42""),ma(GO:""antioxidant activity""))",antioxidant activity,
18987,Activity,,10116.0,,,"act(p(RGD:""Xbp1""))",,Xbp1
18988,Activity,,9606.0,,,"act(complex(p(HGNC:""CASP1""),p(HGNC:""PYCARD"")))",,PYCARD;CASP1
18989,Activity,,10090.0,,cat,"act(p(MGI:""Thtpa""),ma(cat))",,Thtpa
18990,Activity,,9606.0,,cat,"act(p(HGNC:""RXYLT1""),ma(cat))",,RXYLT1
18991,Activity,,10090.0,,,"act(p(MGI:""Il13ra2""))",,Il13ra2
18992,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG6415""),ma(cat))",,CG6415
18993,Activity,,9606.0,,tscript,"act(p(HGNC:""CREBBP""),ma(tscript))",,CREBBP
18994,Activity,,10090.0,,,"act(p(MGI:""Kiss1r""))",,Kiss1r
18995,Activity,,9606.0,,,"act(complex(p(HGNC:""CHRNA10""),p(HGNC:""CHRNA9"")))",,CHRNA9;CHRNA10
18996,Activity,,10090.0,,cat,"act(p(MGI:""Gcnt2""),ma(cat))",,Gcnt2
18997,Activity,,9606.0,,,"act(p(HGNC:""HRH2""))",,HRH2
18998,Activity,,10090.0,,,"act(p(MGI:""Il12rb1""))",,Il12rb1
18999,Activity,,9606.0,,,"act(p(HGNC:""MFN2""))",,MFN2
19000,Activity,,10090.0,,cat,"act(p(MGI:""Hadh""),ma(cat))",,Hadh
19001,Activity,,10090.0,,cat,"act(p(MGI:""Gphn""),ma(cat))",,Gphn
19002,Activity,,9606.0,,,"act(p(HGNC:""PRKAA1""))",,PRKAA1
19003,Activity,,9606.0,,,"act(complex(p(HGNC:""C2""),composite(p(HGNC:""C4A""),p(HGNC:""C4B""))))",,C4B;C4A;C2
19004,Activity,,10116.0,,cat,"act(p(RGD:""Qprt""),ma(cat))",,Qprt
19005,Activity,,9606.0,,,"act(p(HGNC:""GIPR""))",,GIPR
