:ID,:LABEL,namespace:string,species:float,pure:boolean,involved_other:string,bel:string,name:string,involved_genes:string
6440,Complex,,10090.0,False,,"complex(p(MGI:""Pclo""),p(MGI:""Rims2""))",,Rims2;Pclo
6441,Complex,,9606.0,False,,"complex(p(HGNC:""ATG7"",loc(GO:""cytosol"")),p(HGNC:""FOXO1"",loc(GO:""cytosol""),pmod(Ac)))",,ATG7;FOXO1
6442,Complex,,9606.0,False,,"complex(p(HGNC:""MYD88""),p(HGNC:""TLR4""))",,TLR4;MYD88
6443,Complex,GO,,False,immunoglobulin complex,"complex(GO:""immunoglobulin complex"")",immunoglobulin complex,
6444,Complex,,9606.0,False,,"complex(p(HGNC:""PFDN2""),p(HGNC:""UXT""))",,UXT;PFDN2
6445,Complex,,9606.0,False,,"complex(p(HGNC:""MAPK8IP1""),p(HGNC:""MAPT"",pmod(CONSO:""hyperphosphorylation"")))",,MAPT;MAPK8IP1
6446,Complex,,9606.0,False,,"complex(p(HGNC:""TICAM1""),p(HGNC:""TICAM2""),p(HGNC:""TLR4"",loc(MESHA:""Intracellular Space"")))",,TICAM2;TICAM1;TLR4
6447,Complex,,9606.0,False,,"complex(p(HGNC:""APP""),p(HGNC:""BACE1""),p(HGNC:""LRP1""),p(HGNC:""RANBP9""))",,BACE1;APP;LRP1;RANBP9
6448,Complex,,9606.0,False,,"complex(p(HGNC:""APP""),p(HGNC:""CASK""))",,APP;CASK
6449,Complex,GO,,False,IgG immunoglobulin complex,"complex(GO:""IgG immunoglobulin complex"")",IgG immunoglobulin complex,
6450,Complex,,9606.0,False,,"complex(p(HGNC:""CHRNA4""),p(HGNC:""CHRNA5""),p(HGNC:""CHRNB2""))",,CHRNB2;CHRNA5;CHRNA4
6451,Complex,,9606.0,False,methyllycaconitine,"complex(a(MESH:""methyllycaconitine""),p(HGNC:""CHRNA7""))",,CHRNA7
6452,Complex,,9606.0,False,,"complex(p(HGNC:""IPO8""),p(HGNC:""TFE3"",loc(GO:""cytoplasm"")))",,IPO8;TFE3
6453,Complex,,9606.0,False,,"complex(p(HGNC:""MAP3K14""),p(HGNC:""TRAF2""),p(HGNC:""TRAF3""),complex(p(HGNC:""BIRC2""),p(HGNC:""BIRC3"")))",,TRAF3;TRAF2;MAP3K14;BIRC2;BIRC3
6454,Complex,,9606.0,False,,"complex(p(HGNC:""BDNF""),p(HGNC:""NTRK2""))",,NTRK2;BDNF
6455,Complex,,9606.0,False,,"complex(p(HGNC:""DNM1L"",loc(GO:""mitochondrial outer membrane"")),p(HGNC:""MIEF1"",loc(GO:""mitochondrial outer membrane"")))",,MIEF1;DNM1L
6456,Complex,,9606.0,False,,"complex(p(HGNC:""CHRNA7""),p(HGNC:""CHRNA7""))",,CHRNA7
6457,Complex,,9606.0,False,,"complex(p(HGNC:""CCNH""),p(HGNC:""CDK7""))",,CDK7;CCNH
6458,Complex,,10090.0,False,,"complex(p(MGI:""Traf2""),p(MGI:""Traf5""))",,Traf5;Traf2
6459,Complex,,9606.0,False,,"complex(p(HGNC:""INPP5D""),p(HGNC:""TYROBP""))",,TYROBP;INPP5D
6460,Complex,,9606.0,False,,"complex(p(HGNC:""GSK3B""),p(HGNC:""PPP2CA""))",,PPP2CA;GSK3B
6461,Complex,,,False,,"complex(p(HGNC:""LRP1""),p(HGNCGENEFAMILY:""Wnt family""))",,Wnt family;LRP1
6462,Complex,,9606.0,False,,"complex(p(HGNC:""TARDBP""),p(HGNC:""TARDBP""))",,TARDBP
6463,Complex,,9606.0,False,,"complex(p(HGNC:""GSK3B""),composite(p(HGNC:""APC""),p(HGNC:""APC2"")),composite(p(HGNC:""AXIN1""),p(HGNC:""AXIN2"")))",,APC2;GSK3B;APC;AXIN1;AXIN2
6464,Complex,,10116.0,False,,"complex(composite(p(RGD:""Esr1""),p(RGD:""Esr2"")),composite(p(RGD:""Fos""),p(RGD:""Jun""),p(RGD:""Sp1"")),composite(p(RGD:""Ncoa1""),p(RGD:""Ncoa3"")))",,Jun;Ncoa1;Sp1;Ncoa3;Fos;Esr1;Esr2
6465,Complex,,10090.0,False,,"complex(p(MGI:""Ctnnb1""),composite(p(MGI:""Apc""),p(MGI:""Apc2"")),composite(p(MGI:""Axin1""),p(MGI:""Axin2"")))",,Apc2;Apc;Axin1;Axin2;Ctnnb1
6466,Complex,,9606.0,False,lipoprotein,"complex(a(CHEBI:""lipoprotein""),p(HGNC:""TREM2""))",,TREM2
6467,Complex,,9606.0,False,,"complex(p(HGNC:""APP"",frag(""672_713"")),p(HGNC:""INSR""))",,APP;INSR
6468,Complex,,9606.0,False,,"complex(p(HGNC:""HTT""),p(HGNC:""OPTN""))",,HTT;OPTN
6469,Complex,,9606.0,False,,"complex(p(HGNC:""BAG3""),p(HGNC:""HSPA8""))",,HSPA8;BAG3
6470,Complex,,,False,,"complex(p(FPLX:""HSP90""),p(HGNC:""PTGES3""))",,HSP90;PTGES3
6471,Complex,,10116.0,False,,"complex(p(RGD:""Ifngr1""),p(RGD:""Ifngr2""))",,Ifngr2;Ifngr1
6472,Complex,,,False,,"complex(p(HGNC:""MAPT""),p(HGNCGENEFAMILY:""Tubulins""))",,MAPT;Tubulins
6473,Complex,,9606.0,False,,"complex(p(HGNC:""STAT3""),p(HGNC:""STAT3""))",,STAT3
6474,Complex,,9606.0,False,,"complex(p(HGNC:""PPP2CA""),p(HGNC:""PPP2R1A""),p(HGNC:""PPP2R2A""))",,PPP2CA;PPP2R1A;PPP2R2A
6475,Complex,,,False,,"complex(p(FPLX:""CHRN""),p(INTERPRO:""Neurexin""))",,Neurexin;CHRN
6476,Complex,,9606.0,False,double-stranded DNA,"complex(a(CHEBI:""double-stranded DNA""),p(HGNC:""MAPT""))",,MAPT
6477,Complex,GOCC,,False,endoplasmic reticulum chaperone complex,"complex(GOCC:""endoplasmic reticulum chaperone complex"")",endoplasmic reticulum chaperone complex,
6478,Complex,,9606.0,False,,"complex(p(HGNC:""APP""),p(HGNC:""DCC""))",,APP;DCC
6479,Complex,,9606.0,False,,"complex(g(HGNC:""MIR153-1""),r(HGNC:""BACE1""))",,BACE1;MIR153-1
6480,Complex,,9606.0,False,kappa-Bungarotoxin,"complex(a(CONSO:""kappa-Bungarotoxin""),p(HGNC:""CHRNB4""))",,CHRNB4
6481,Complex,,,False,,"complex(p(HGNC:""MAPT""),p(MESH:""Receptors, Muscarinic""))",,"Receptors, Muscarinic;MAPT"
6482,Complex,,10090.0,False,,"complex(p(MGI:""Itga9""),p(MGI:""Itgb1""))",,Itgb1;Itga9
6483,Complex,,9606.0,False,,"complex(p(HGNC:""BACE1""),p(HGNC:""RTN3""))",,BACE1;RTN3
6484,Complex,,9606.0,False,,"complex(p(HGNC:""APBB2""),p(HGNC:""APP""),p(HGNC:""VLDLR""))",,APP;APBB2;VLDLR
6485,Complex,,9606.0,False,,"complex(p(HGNC:""C1R""),p(HGNC:""C1S""),composite(p(HGNC:""C1QA""),p(HGNC:""C1QB""),p(HGNC:""C1QC"")))",,C1QB;C1QA;C1S;C1R;C1QC
6486,Complex,,10116.0,False,,"complex(p(RGD:""Baiap2""),composite(p(RGD:""Wasf1""),p(RGD:""Wasf2""),p(RGD:""Wasf3"")))",,Wasf3;Wasf2;Wasf1;Baiap2
6487,Complex,,9606.0,False,,"complex(p(HGNC:""MYD88""),p(HGNC:""TIRAP""))",,MYD88;TIRAP
6488,Complex,,10090.0,False,,"complex(p(MGI:""Tas1r2""),p(MGI:""Tas1r3""))",,Tas1r2;Tas1r3
6489,Complex,,10116.0,False,,"complex(p(RGD:""Brk1""),p(RGD:""Wasf1""))",,Wasf1;Brk1
6490,Complex,,,False,,"complex(p(HGNC:""CDC37L1""),p(INTERPRO:""Heat shock protein Hsp90 family""))",,CDC37L1;Heat shock protein Hsp90 family
6491,Complex,,9606.0,False,,"complex(p(HGNC:""TARDBP""),p(HGNC:""USP8""))",,USP8;TARDBP
6492,Complex,,9606.0,False,,"complex(p(HGNC:""NR1H3""),p(HGNC:""RXRA""))",,RXRA;NR1H3
6493,Complex,,10090.0,False,,"complex(p(MGI:""Ar""),composite(p(MGI:""Hsp90aa1""),p(MGI:""Hsp90ab1""),p(MGI:""Hsp90b1"")))",,Ar;Hsp90b1;Hsp90ab1;Hsp90aa1
6494,Complex,,9606.0,False,,"complex(p(HGNC:""MAPT""),p(HGNC:""MARK2""))",,MAPT;MARK2
6495,Complex,,9606.0,False,,"complex(p(HGNC:""AGRN""),p(HGNC:""LRP4""))",,LRP4;AGRN
6496,Complex,,9606.0,False,,"complex(p(HGNC:""MAPT""),p(HGNC:""STUB1""))",,STUB1;MAPT
6497,Complex,,,False,,"complex(p(HGNC:""DNAJB1""),p(INTERPRO:""Heat shock protein 70 family""),p(INTERPRO:""Heat shock protein Hsp90 family""))",,DNAJB1;Heat shock protein Hsp90 family;Heat shock protein 70 family
6498,Complex,,9606.0,False,Nuclear Localization Signals,"complex(a(MESH:""Nuclear Localization Signals""),p(HGNC:""KPNB1""))",,KPNB1
6499,Complex,,9606.0,False,,"complex(p(HGNC:""USP1""),p(HGNC:""WDR48""))",,WDR48;USP1
6500,Complex,,10090.0,False,,"complex(p(MGI:""Mcm2""),p(MGI:""Mcm3""),p(MGI:""Mcm4""),p(MGI:""Mcm5""),p(MGI:""Mcm6""),p(MGI:""Mcm7""))",,Mcm7;Mcm3;Mcm4;Mcm5;Mcm6;Mcm2
6501,Complex,,9606.0,False,,"complex(p(HGNC:""FCGR2B"",pmod(Ph)),p(HGNC:""PTPN6""))",,PTPN6;FCGR2B
6502,Complex,,,False,MAPT,"complex(a(HGNC:""MAPT""),a(HGNC:""MAPT""))",,
6503,Complex,,9606.0,False,,"complex(p(HGNC:""BAG4""),p(HGNC:""HSPB1""))",,BAG4;HSPB1
6504,Complex,,10090.0,False,,"complex(composite(p(MGI:""Csnk1d""),p(MGI:""Csnk1e"")),composite(p(MGI:""Dvl1""),p(MGI:""Dvl2""),p(MGI:""Dvl3"")))",,Dvl1;Dvl2;Dvl3;Csnk1d;Csnk1e
6505,Complex,,10090.0,False,"alpha-2,8-linked polymer of sialic acid","complex(a(CHEBI:""alpha-2,8-linked polymer of sialic acid"",loc(MESHA:""Neuroglia"")),p(MGI:""Siglece""))",,Siglece
6506,Complex,,9606.0,False,Amyloid precursor protein intracellular domain,"complex(complex(PMICOMP:""Amyloid precursor protein intracellular domain""),p(HGNC:""APBB1""))",,APBB1
6507,Complex,,9606.0,False,,"complex(p(HGNC:""CD33""),p(HGNC:""PTPN6""))",,PTPN6;CD33
6508,Complex,,9606.0,False,COPI-coated vesicle,"complex(a(GO:""COPI-coated vesicle""),p(HGNC:""NUDCD1""))",,NUDCD1
6509,Complex,,9606.0,False,,"complex(p(HGNC:""CARM1"",loc(GO:""nucleus"")),p(HGNC:""TFEB"",loc(GO:""nucleus"")))",,CARM1;TFEB
6510,Complex,,10090.0,False,,"complex(p(MGI:""C9orf72""),p(MGI:""Smcr8""),p(MGI:""Wdr41""))",,Smcr8;Wdr41;C9orf72
6511,Complex,,9606.0,False,,"complex(p(HGNC:""MAVS""),p(HGNC:""TRAF5""))",,MAVS;TRAF5
6512,Complex,,9606.0,False,Blood Platelets,"complex(a(MESHA:""Blood Platelets""),p(HGNC:""SELP""))",,SELP
6513,Complex,,,False,,"complex(p(FPLX:""AKT""),p(HGNC:""CCDC88A""))",,CCDC88A;AKT
6514,Complex,,,False,,"complex(p(MESH:""Raclopride""),p(RGD:""Drd1""))",,Raclopride;Drd1
6515,Complex,,7227.0,False,,"complex(p(FLYBASE:""Clk""),p(FLYBASE:""cyc""))",,Clk;cyc
6516,Complex,,9606.0,False,,"complex(p(HGNC:""ATG12""),p(HGNC:""ATG5""),composite(p(HGNC:""ATG16L1""),p(HGNC:""ATG16L2"")))",,ATG16L2;ATG16L1;ATG12;ATG5
6517,Complex,,9606.0,False,,"complex(p(HGNC:""PPIF"",loc(GO:""mitochondrial inner membrane"")),p(HGNC:""SLC25A4"",loc(GO:""mitochondrial inner membrane"")))",,PPIF;SLC25A4
6518,Complex,,9606.0,False,,"complex(p(HGNC:""HTT""),p(HGNC:""UBA2""))",,HTT;UBA2
6519,Complex,,,False,"Receptors, Muscarinic;Acetylcholine","complex(a(MESH:""Acetylcholine""),a(MESH:""Receptors, Muscarinic""))",,
6520,Complex,,9606.0,False,,"complex(p(HGNC:""MAPT""),p(HGNC:""PTGES3""))",,PTGES3;MAPT
6521,Complex,,,False,,"complex(p(HGNC:""CTNNBIP1""),p(SFAM:""TCF/LEF Family""))",,CTNNBIP1;TCF/LEF Family
6522,Complex,,9606.0,False,,"complex(p(HGNC:""HSPA8""),p(HGNC:""MAPT"",pmod(CONSO:""hyperphosphorylation"")),p(HGNC:""STUB1""))",,HSPA8;STUB1;MAPT
6523,Complex,,,False,dopamine,"complex(a(CHEBI:""dopamine""),p(INTERPRO:""Dopamine D2 receptor""))",,Dopamine D2 receptor
6524,Complex,,10090.0,False,,"complex(p(MGI:""Cdk2""),composite(p(MGI:""Ccne1""),p(MGI:""Ccne2"")))",,Ccne1;Ccne2;Cdk2
6525,Complex,,10116.0,False,,"complex(composite(p(RGD:""Creb1""),p(RGD:""Creb3l1""),p(RGD:""Creb3l2""),p(RGD:""Creb3l3""),p(RGD:""Creb3l4"")),composite(p(RGD:""Crebbp""),p(RGD:""Ep300"")))",,Creb1;Crebbp;Creb3l3;Ep300;Creb3l4;Creb3l1;Creb3l2
6526,Complex,,9606.0,False,sialic acid,"complex(a(CHEBI:""sialic acid"",loc(PFAM:""Glycoprotein"")),p(HGNC:""SIGLEC6""))",,SIGLEC6
6527,Complex,,9606.0,False,,"complex(p(HGNC:""CALCR""),p(HGNC:""IAPP""))",,CALCR;IAPP
6528,Complex,,,False,,"complex(p(CONSO:""protein aggregates"",pmod(Ub)),p(HGNC:""HDAC6""))",,protein aggregates;HDAC6
6529,Complex,,9606.0,False,,"complex(p(HGNC:""CDC37""),p(HGNC:""CDK4""))",,CDK4;CDC37
6530,Complex,,10116.0,False,,"complex(p(RGD:""Cdk1""),composite(p(RGD:""Ccna1""),p(RGD:""Ccna2"")))",,Ccna1;Ccna2;Cdk1
6531,Complex,,9606.0,False,"alpha-2,8-linked polymer of sialic acid","complex(a(CHEBI:""alpha-2,8-linked polymer of sialic acid""),p(HGNC:""SIGLEC11""))",,SIGLEC11
6532,Complex,,9606.0,False,nefiracetam,"complex(a(CHEBI:""nefiracetam""),p(HGNC:""PRKCA""))",,PRKCA
6533,Complex,,,False,,"complex(p(GO:""neurofibrillary tangle""),p(HGNC:""CAPN2""))",,neurofibrillary tangle;CAPN2
6534,Complex,,9606.0,False,,"complex(p(HGNC:""PSMD2""),p(HGNC:""PSMD4""))",,PSMD4;PSMD2
6535,Complex,,7227.0,False,,"complex(p(FLYBASE:""hpo""),p(FLYBASE:""sav""),p(FLYBASE:""wts""))",,hpo;wts;sav
6536,Complex,,9606.0,False,,"complex(p(HGNC:""BIRC2""),p(HGNC:""BIRC3""))",,BIRC2;BIRC3
6537,Complex,,9606.0,False,,"complex(p(HGNC:""DNM1L"",loc(GO:""mitochondrial outer membrane"")),p(HGNC:""MIEF2"",loc(GO:""mitochondrial outer membrane"")))",,MIEF2;DNM1L
6538,Complex,,10090.0,False,,"complex(p(MGI:""Ripk1""),p(MGI:""Tradd""),composite(p(MGI:""Traf2""),p(MGI:""Traf5"")))",,Tradd;Traf5;Traf2;Ripk1
6539,Complex,,9606.0,False,,"complex(p(HGNC:""IFNAR1""),p(HGNC:""TRAF2""))",,TRAF2;IFNAR1
6540,Complex,,9606.0,False,NAD(+),"complex(a(CHEBI:""NAD(+)""),p(HGNC:""HSD17B10""))",,HSD17B10
6541,Complex,,9606.0,False,,"complex(p(HGNC:""ANP32A""),p(HGNC:""PPP2CB""))",,PPP2CB;ANP32A
6542,Complex,,,False,(-)-cotinine;iron cation,"complex(a(CHEBI:""(-)-cotinine""),a(CHEBI:""iron cation""))",,
6543,Complex,,10116.0,False,,"complex(p(RGD:""Ripk1""),p(RGD:""Tradd""),p(RGD:""Traf2""),p(RGD:""Traf5""))",,Tradd;Traf5;Traf2;Ripk1
6544,Complex,,10116.0,False,,"complex(p(RGD:""Tas1r1""),p(RGD:""Tas1r3""))",,Tas1r1;Tas1r3
6545,Complex,,9606.0,False,Gamma_secretase,"complex(complex(FPLX:""Gamma_secretase""),p(HGNC:""APP""))",,APP
6546,Complex,,9606.0,False,,"complex(p(HGNC:""LAMP2""),p(HGNC:""PARK7""))",,LAMP2;PARK7
6547,Complex,,10090.0,False,16068384,"complex(a(PUBCHEM:""16068384""),p(MGI:""Chrna7""))",,Chrna7
6548,Complex,,10116.0,False,,"complex(composite(p(RGD:""Cd247""),p(RGD:""Cd3d""),p(RGD:""Cd3e""),p(RGD:""Cd3g"")),composite(p(RGD:""LOC100362949""),p(RGD:""LOC688340"")))",,Cd247;Cd3g;Cd3e;Cd3d;LOC100362949;LOC688340
6549,Complex,,9606.0,False,,"complex(p(HGNC:""TREM2""),p(HGNC:""TYROBP""))",,TYROBP;TREM2
6550,Complex,,9606.0,False,Monocytes,"complex(a(MESHCS:""Monocytes""),p(HGNC:""TNF""))",,TNF
6551,Complex,,9606.0,False,,"complex(p(HGNC:""EIF2AK3""),p(HGNC:""HSPA5""))",,HSPA5;EIF2AK3
9282,Complex,,9606.0,False,Molecular Chaperones,"complex(a(MESH:""Molecular Chaperones""),p(HGNC:""HSF1""))",,HSF1
9283,Complex,,9606.0,False,lysosome,"complex(a(GO:""lysosome""),p(HGNC:""RRAGA""),p(HGNC:""TFEB""))",,RRAGA;TFEB
9284,Complex,,10090.0,False,,"complex(composite(p(MGI:""Rraga""),p(MGI:""Rragb"")),composite(p(MGI:""Rragc""),p(MGI:""Rragd"")))",,Rraga;Rragb;Rragc;Rragd
9285,Complex,,,False,,"complex(p(HGNC:""GRB2""),p(SFAM:""IRS Family""))",,IRS Family;GRB2
9286,Complex,,,False,Alarmins;inflammasome complex,"complex(a(MESH:""Alarmins""),complex(GO:""inflammasome complex""))",,
9287,Complex,,9606.0,False,Argonaute Proteins,"complex(a(MESH:""Argonaute Proteins""),p(HGNC:""PPP5C""))",,PPP5C
9288,Complex,,10116.0,False,,"complex(p(RGD:""Fadd""),p(RGD:""Faf1""))",,Faf1;Fadd
9289,Complex,,9606.0,False,sialic acid,"complex(a(CHEBI:""sialic acid"",loc(MESHA:""Neuroglia"")),p(HGNC:""SIGLEC12""))",,SIGLEC12
9290,Complex,,,False,,"complex(p(HGNC:""CASP1""),p(MGI:""Casp12""))",,CASP1;Casp12
9291,Complex,,,False,,"complex(p(FPLX:""HSP90""),p(HGNC:""URI1""))",,HSP90;URI1
9292,Complex,,9606.0,False,microtubule,"complex(a(GO:""microtubule""),p(HGNC:""DCTN1""))",,DCTN1
9293,Complex,,9606.0,False,,"complex(p(HGNC:""TARDBP""),p(HGNC:""UBE2E3""))",,UBE2E3;TARDBP
9294,Complex,,9606.0,False,,"complex(p(HGNC:""AHR""),composite(p(HGNC:""HSP90AA1""),p(HGNC:""HSP90AB1"")))",,HSP90AA1;HSP90AB1;AHR
9295,Complex,,10090.0,False,,"complex(p(MGI:""Skp2""),composite(p(MGI:""Cul1""),p(MGI:""Rbx1""),p(MGI:""Skp1a"")))",,Cul1;Skp1a;Skp2;Rbx1
9296,Complex,,10090.0,False,,"complex(composite(p(MGI:""Btrc""),p(MGI:""Fbxw11"")),composite(p(MGI:""Cul1""),p(MGI:""Rbx1""),p(MGI:""Skp1a"")))",,Cul1;Fbxw11;Skp1a;Btrc;Rbx1
9297,Complex,,9606.0,False,,"complex(p(HGNC:""MAPT""),p(HGNC:""MARK1""))",,MAPT;MARK1
9298,Complex,,9606.0,False,,"complex(p(HGNC:""ATG12""),p(HGNC:""ATG5""))",,ATG12;ATG5
9299,Complex,,9606.0,False,,"complex(p(HGNC:""TARDBP"",frag(""1_102"")),p(HGNC:""TARDBP"",frag(""1_102"")))",,TARDBP
9300,Complex,,9606.0,False,,"complex(p(HGNC:""PER2""),composite(p(HGNC:""CRY1""),p(HGNC:""CRY2"")),composite(p(HGNC:""CSNK1D""),p(HGNC:""CSNK1E""),p(HGNC:""TPTEP2-CSNK1E"")))",,PER2;CRY2;TPTEP2-CSNK1E;CRY1;CSNK1D;CSNK1E
9301,Complex,,10116.0,False,,"complex(composite(p(RGD:""Stat1""),p(RGD:""Stat2""),p(RGD:""Stat3""),p(RGD:""Stat4""),p(RGD:""Stat5a""),p(RGD:""Stat5b""),p(RGD:""Stat6"")),composite(p(RGD:""Stat1""),p(RGD:""Stat2""),p(RGD:""Stat3""),p(RGD:""Stat4""),p(RGD:""Stat5a""),p(RGD:""Stat5b""),p(RGD:""Stat6"")))",,Stat5a;Stat5b;Stat6;Stat4;Stat3;Stat2;Stat1
9302,Complex,,9606.0,False,,"complex(p(HGNC:""APP""),p(HGNC:""LDLR""))",,APP;LDLR
9303,Complex,,9606.0,False,amyloid-beta,"complex(a(CHEBI:""amyloid-beta""),p(HGNC:""CD14""),p(HGNC:""TLR2""))",,CD14;TLR2
9304,Complex,,9606.0,False,,"complex(p(HGNC:""APP""),p(HGNC:""CLTA""))",,APP;CLTA
9305,Complex,,9606.0,False,,"complex(p(HGNC:""ATF6""),p(HGNC:""VAPB"",pmod(Ub),var(""p.Pro56Ser"")))",,VAPB;ATF6
9306,Complex,,,False,Proteins;proteasome complex,"complex(a(GO:""proteasome complex""),a(MESH:""Proteins""))",,
9307,Complex,,9606.0,False,,"complex(p(HGNC:""MAP1LC3A""),p(HGNC:""OPTN""))",,MAP1LC3A;OPTN
9308,Complex,,9606.0,False,,"complex(p(HGNC:""SIRPB1""),p(HGNC:""TYROBP""))",,TYROBP;SIRPB1
9309,Complex,,9606.0,False,,"complex(p(HGNC:""IGF1R""),p(HGNC:""INSR""))",,INSR;IGF1R
9310,Complex,,9606.0,False,,"complex(p(HGNC:""MAPT"",pmod(Ph,S)),p(HGNC:""STUB1""))",,STUB1;MAPT
9311,Complex,,,False,,"complex(p(HGNC:""AGO1""),p(INTERPRO:""Heat shock protein Hsp90 family""))",,AGO1;Heat shock protein Hsp90 family
9312,Complex,,10090.0,False,Argyrophilic inclusion bodies,"complex(a(HP:""Argyrophilic inclusion bodies""),p(MGI:""Mapt""))",,Mapt
9313,Complex,,9606.0,False,filamentous actin,"complex(a(GO:""filamentous actin""),p(HGNC:""MAPT"",frag(""261_268"")))",,MAPT
9314,Complex,,7227.0,False,,"complex(p(FLYBASE:""sd""),p(FLYBASE:""yki""))",,sd;yki
9315,Complex,,10116.0,False,,"complex(p(RGD:""Itgb1""),composite(p(RGD:""Itga2""),p(RGD:""Itga2b""),p(RGD:""Itga3""),p(RGD:""Itga6""),p(RGD:""Itgav"")))",,Itga2b;Itgb1;Itga3;Itga2;Itga6;Itgav
9316,Complex,,,False,,"complex(composite(p(KEGG:""rno:108348096""),p(RGD:""RragB""),p(RGD:""Rraga"")),composite(p(RGD:""Rragc""),p(RGD:""Rragd"")))",,Rraga;RragB;Rragc;Rragd;rno:108348096
9317,Complex,,9606.0,False,,"complex(p(HGNC:""MAPT"",pmod(Ph,T,231)),p(HGNC:""PIN1""))",,PIN1;MAPT
9318,Complex,,9606.0,False,,"complex(p(HGNC:""PPID""),p(HGNC:""SLC25A4""))",,SLC25A4;PPID
9319,Complex,,,False,Dyneins,"complex(a(MESH:""Dyneins""),p(CONSO:""protein aggregates""))",,protein aggregates
9320,Complex,,9606.0,False,,"complex(p(HGNC:""FKBP5""),p(HGNC:""IKBKG""))",,IKBKG;FKBP5
9321,Complex,,9606.0,False,,"complex(p(HGNC:""MYD88""),p(HGNC:""TRAF6""),composite(p(HGNC:""IRAK1""),p(HGNC:""IRAK4"")))",,IRAK1;TRAF6;IRAK4;MYD88
9322,Complex,,10116.0,False,,"complex(composite(p(RGD:""Maml1""),p(RGD:""Maml2""),p(RGD:""Maml3"")),composite(p(RGD:""Rbpj""),p(RGD:""Rbpjl""),p(RGD:""Rbpjl2"")))",,Rbpjl;Maml1;Maml2;Rbpjl2;Maml3;Rbpj
9323,Complex,,9606.0,False,sialic acid,"complex(a(CHEBI:""sialic acid"",loc(PFAM:""Glycoprotein"")),p(HGNC:""MAG""))",,MAG
9324,Complex,,9606.0,False,,"complex(p(HGNC:""TNFRSF12A""),p(HGNC:""TNFRSF25""))",,TNFRSF12A;TNFRSF25
9325,Complex,,9606.0,False,,"complex(p(HGNC:""PPP2CA"",pmod(Me)),p(HGNC:""PPP2R1A""))",,PPP2CA;PPP2R1A
9326,Complex,,9606.0,False,,"complex(p(HGNC:""CDC20""),composite(p(HGNC:""ANAPC1""),p(HGNC:""ANAPC10""),p(HGNC:""ANAPC11""),p(HGNC:""ANAPC13""),p(HGNC:""ANAPC2""),p(HGNC:""ANAPC4""),p(HGNC:""ANAPC5""),p(HGNC:""ANAPC7""),p(HGNC:""CDC16""),p(HGNC:""CDC23""),p(HGNC:""CDC26""),p(HGNC:""CDC27"")))",,ANAPC13;ANAPC7;ANAPC10;ANAPC11;CDC20;CDC23;CDC26;CDC16;CDC27;ANAPC4;ANAPC5;ANAPC1;ANAPC2
9327,Complex,,10116.0,False,2-Methyl-2-(3H3)methyl-5-(6-phenyl-3-pyridazinyl)-5-aza-2-azoniabicyclo[2.2.1]heptane iodide,"complex(a(FIXME:""2-Methyl-2-(3H3)methyl-5-(6-phenyl-3-pyridazinyl)-5-aza-2-azoniabicyclo[2.2.1]heptane iodide""),p(RGD:""Chrna7""))",,Chrna7
9328,Complex,,,False,Gamma_secretase,"complex(complex(FPLX:""Gamma_secretase""),p(CONSO:""CONSO00024""),p(HGNC:""GSAP""))",,CONSO00024;GSAP
9329,Complex,,,False,dystrophic neurite;autophagosome,"complex(a(CONSO:""dystrophic neurite""),a(GO:""autophagosome""))",,
9330,Complex,,9606.0,False,receptor complex,"complex(complex(GO:""receptor complex""),p(HGNC:""FCGR2B""))",,FCGR2B
9331,Complex,,9606.0,False,Protein Kinases,"complex(a(MESH:""Protein Kinases""),p(HGNC:""CDC37""))",,CDC37
9332,Complex,,,False,6-O-sulfated heparin;Tau aggregates,"complex(a(CONSO:""6-O-sulfated heparin""),a(CONSO:""Tau aggregates""))",,
9333,Complex,,9606.0,False,,"complex(p(HGNC:""SCRIB""),composite(p(HGNC:""DLG1""),p(HGNC:""DLG2""),p(HGNC:""DLG3""),p(HGNC:""DLG4"")),composite(p(HGNC:""LLGL1""),p(HGNC:""LLGL2"")))",,DLG1;DLG2;DLG3;DLG4;SCRIB;LLGL1;LLGL2
9334,Complex,,9606.0,False,"meso-2,6-diaminopimelic acid","complex(a(CHEBI:""meso-2,6-diaminopimelic acid""),p(HGNC:""NOD1""))",,NOD1
9335,Complex,GO,,False,SCF ubiquitin ligase complex,"complex(GO:""SCF ubiquitin ligase complex"")",SCF ubiquitin ligase complex,
9336,Complex,,9606.0,False,,"complex(p(HGNC:""AHSA1""),p(HGNC:""CDC37""))",,CDC37;AHSA1
9337,Complex,,9606.0,False,cyclic ADP-ribose,"complex(a(CHEBI:""cyclic ADP-ribose""),p(HGNC:""TARDBP""))",,TARDBP
9338,Complex,,9606.0,False,,"complex(composite(p(HGNC:""BIRC2""),p(HGNC:""BIRC3""),p(HGNC:""XIAP"")),composite(p(HGNC:""RBCK1""),p(HGNC:""RNF31""),p(HGNC:""SHARPIN"")))",,RNF31;SHARPIN;XIAP;RBCK1;BIRC2;BIRC3
9339,Complex,,10090.0,False,,"complex(p(MGI:""Max""),p(MGI:""Myc""))",,Max;Myc
9340,Complex,,9606.0,False,,"complex(p(HGNC:""CDK5""),p(HGNC:""CDK5R1""))",,CDK5;CDK5R1
